页签,序号,项目名称,分类,上游地址,仓库是否删除,entity_type,reason
鲲鹏,167,npm,基础库&加速库,https://github.com/meteorhacks/npm,,repo,github.com/meteorhacks/npm
鲲鹏,168,catj,基础库&加速库,https://github.com/soheilpro/catj,,repo,github.com/soheilpro/catj
鲲鹏,169,bcrypt,基础库&加速库,https://github.com/pyca/bcrypt,,repo,github.com/pyca/bcrypt
鲲鹏,170,busybox,基础库&加速库,https://github.com/mirror/busybox,,repo,github.com/mirror/busybox
鲲鹏,171,Expat,基础库&加速库,https://github.com/libexpat/libexpat,,repo,github.com/libexpat/libexpat
鲲鹏,172,FlatBuffers,基础库&加速库,https://github.com/google/flatbuffers,,repo,github.com/google/flatbuffers
鲲鹏,173,GMP,基础库&加速库,https://gmplib.org/repo/,,repo,项目官网/其他URL: gmplib.org
鲲鹏,174,Hiredis,基础库&加速库,https://github.com/redis/hiredis,,repo,github.com/redis/hiredis
鲲鹏,175,libmpc,基础库&加速库,http://www.multiprecision.org/,,repo,项目官网/其他URL: www.multiprecision.org
鲲鹏,176,Libxml2,基础库&加速库,https://gitlab.gnome.org/GNOME/libxml2,,repo,gitlab.gnome.org/GNOME/libxml2
鲲鹏,177,MPFR,基础库&加速库,https://gitlab.inria.fr/mpfr/mpfr,,repo,gitlab.inria.fr/mpfr/mpfr
鲲鹏,178,Next.js,基础库&加速库,https://github.com/vercel/next.js,,repo,github.com/vercel/next.js
鲲鹏,179,pcre,基础库&加速库,https://github.com/PCRE2Project/pcre2,,repo,github.com/PCRE2Project/pcre2
鲲鹏,180,PHP,基础库&加速库,https://github.com/php/php-src,,repo,github.com/php/php-src
鲲鹏,181,React,基础库&加速库,https://github.com/facebook/react,,repo,github.com/facebook/react
鲲鹏,182,Rinetd,基础库&加速库,https://github.com/samhocevar/rinetd,,repo,github.com/samhocevar/rinetd
鲲鹏,183,SCons,基础库&加速库,https://github.com/SCons/scons,,repo,github.com/SCons/scons
鲲鹏,184,Netty,基础库&加速库,https://github.com/netty/netty,,repo,github.com/netty/netty
鲲鹏,185,Boost,基础库&加速库,https://github.com/boostorg/boost,,repo,github.com/boostorg/boost
鲲鹏,186,Protobuf,基础库&加速库,https://github.com/protocolbuffers/protobuf,,repo,github.com/protocolbuffers/protobuf
鲲鹏,187,Libevent,基础库&加速库,https://github.com/libevent/libevent,,repo,github.com/libevent/libevent
鲲鹏,188,Wireshark,基础库&加速库,https://gitlab.com/wireshark/wireshark,,repo,gitlab.com/wireshark/wireshark
鲲鹏,189,JUnit,基础库&加速库,https://github.com/junit-team/junit-framework,,repo,github.com/junit-team/junit-framework
鲲鹏,190,DHCP,基础库&加速库,https://github.com/insomniacslk/dhcp,,repo,github.com/insomniacslk/dhcp
鲲鹏,191,DNSmasq,基础库&加速库,https://github.com/coddec/Classic-Shell,,repo,github.com/coddec/Classic-Shell
鲲鹏,192,FastJSON,基础库&加速库,https://github.com/alibaba/fastjson2,,repo,github.com/alibaba/fastjson2
鲲鹏,193,grpc-java,基础库&加速库,https://github.com/grpc/grpc-java,,repo,github.com/grpc/grpc-java
鲲鹏,194,jemalloc,基础库&加速库,https://github.com/jemalloc/jemalloc,,repo,github.com/jemalloc/jemalloc
鲲鹏,195,ActiveMQ,基础库&加速库,https://github.com/apache/activemq,,repo,github.com/apache/activemq
鲲鹏,196,RabbitMQ,基础库&加速库,https://github.com/rabbitmq/rabbitmq-server,,repo,github.com/rabbitmq/rabbitmq-server
鲲鹏,197,Ansible,基础库&加速库,https://github.com/ansible/ansible,,repo,github.com/ansible/ansible
鲲鹏,198,APR,基础库&加速库,https://github.com/apache/apr,,repo,github.com/apache/apr
鲲鹏,199,Filebeat,基础库&加速库,https://github.com/elastic/beats,,repo,github.com/elastic/beats
鲲鹏,200,fmt,基础库&加速库,https://github.com/fmtlib/fmt,,repo,github.com/fmtlib/fmt
鲲鹏,201,Geos,基础库&加速库,https://github.com/libgeos/geos,,repo,github.com/libgeos/geos
鲲鹏,202,libconfig,基础库&加速库,https://github.com/hyperrealm/libconfig,,repo,github.com/hyperrealm/libconfig
鲲鹏,203,Memtester,基础库&加速库,https://pyropus.ca./software/memtester/,,repo,项目官网/其他URL: pyropus.ca.
鲲鹏,204,Netdata,基础库&加速库,https://github.com/netdata/netdata,,repo,github.com/netdata/netdata
鲲鹏,205,psutil,基础库&加速库,https://github.com/giampaolo/psutil,,repo,github.com/giampaolo/psutil
鲲鹏,206,RE2,基础库&加速库,https://github.com/google/re2,,repo,github.com/google/re2
鲲鹏,207,Rsyslog,基础库&加速库,https://github.com/rsyslog/rsyslog,,repo,github.com/rsyslog/rsyslog
鲲鹏,208,Shiny,基础库&加速库,https://github.com/efremidze/Shiny,,repo,github.com/efremidze/Shiny
鲲鹏,209,Swagger UI,基础库&加速库,https://github.com/swagger-api/swagger-ui,,repo,github.com/swagger-api/swagger-ui
鲲鹏,210,TinyXML,基础库&加速库,https://github.com/leethomason/tinyxml2,,repo,github.com/leethomason/tinyxml2
鲲鹏,211,Tornado,基础库&加速库,https://github.com/tornadoweb/tornado,,repo,github.com/tornadoweb/tornado
鲲鹏,212,Vue,基础库&加速库,https://github.com/vuejs/vue,,repo,github.com/vuejs/vue
鲲鹏,213,canal,基础库&加速库,https://github.com/alibaba/canal,,repo,github.com/alibaba/canal
鲲鹏,214,curl,基础库&加速库,https://github.com/curl/curl,,repo,github.com/curl/curl
鲲鹏,215,Grafana,基础库&加速库,https://github.com/grafana/grafana,,repo,github.com/grafana/grafana
鲲鹏,216,Guacamole,基础库&加速库,https://github.com/apache/guacamole-server,,repo,github.com/apache/guacamole-server
鲲鹏,217,log4cpp,基础库&加速库,https://github.com/orocos-toolchain/log4cpp,,repo,github.com/orocos-toolchain/log4cpp
鲲鹏,218,LZO,基础库&加速库,http://www.oberhumer.com/opensource/lzo/,,repo,项目官网/其他URL: www.oberhumer.com
鲲鹏,219,PaceMaker,基础库&加速库,https://github.com/ClusterLabs/pacemaker,,repo,github.com/ClusterLabs/pacemaker
鲲鹏,220,pigz,基础库&加速库,https://github.com/madler/pigz,,repo,github.com/madler/pigz
鲲鹏,221,Quartz,基础库&加速库,https://github.com/quartz-scheduler/quartz,,repo,github.com/quartz-scheduler/quartz
鲲鹏,222,Sphinx,基础库&加速库,https://github.com/sphinx-doc/sphinx,,repo,github.com/sphinx-doc/sphinx
鲲鹏,223,Telegraf,基础库&加速库,https://github.com/influxdata/telegraf,,repo,github.com/influxdata/telegraf
鲲鹏,224,Tesseract,基础库&加速库,https://github.com/tesseract-ocr/tesseract,,repo,github.com/tesseract-ocr/tesseract
鲲鹏,225,ZeroMQ,基础库&加速库,https://github.com/zeromq/libzmq,,repo,github.com/zeromq/libzmq
鲲鹏,226,grpc,基础库&加速库,https://github.com/grpc/grpc,,repo,github.com/grpc/grpc
鲲鹏,227,consul,基础库&加速库,https://github.com/hashicorp/consul,,repo,github.com/hashicorp/consul
鲲鹏,228,Kong,基础库&加速库,https://github.com/Kong/kong,,repo,github.com/Kong/kong
鲲鹏,229,PyTorch,搜广推,https://github.com/pytorch/pytorch,,repo,github.com/pytorch/pytorch
鲲鹏,230,Tensorflow,搜广推,https://github.com/tensorflow/tensorflow,,repo,github.com/tensorflow/tensorflow
鲲鹏,231,PaddlePaddle,搜广推,https://github.com/PaddlePaddle/Paddle,,repo,github.com/PaddlePaddle/Paddle
鲲鹏,232,caffe,搜广推,https://github.com/BVLC/caffe,,repo,github.com/BVLC/caffe
鲲鹏,233,horovod,搜广推,https://github.com/horovod/horovod,,repo,github.com/horovod/horovod
鲲鹏,234,Fio,基础库&加速库,https://github.com/axboe/fio,,repo,github.com/axboe/fio
鲲鹏,235,iperf,基础库&加速库,https://github.com/esnet/iperf,,repo,github.com/esnet/iperf
鲲鹏,236,Netperf,基础库&加速库,https://github.com/HewlettPackard/netperf,,repo,github.com/HewlettPackard/netperf
鲲鹏,237,sysbench,基础库&加速库,https://github.com/akopytov/sysbench,,repo,github.com/akopytov/sysbench
鲲鹏,238,UnixBench,基础库&加速库,https://github.com/kdlucas/byte-unixbench,,repo,github.com/kdlucas/byte-unixbench
鲲鹏,239,WebBench,基础库&加速库,https://github.com/EZLippi/WebBench,,repo,github.com/EZLippi/WebBench
鲲鹏,240,siege,基础库&加速库,https://github.com/JoeDog/siege,,repo,github.com/JoeDog/siege
鲲鹏,241,Wrk,基础库&加速库,https://github.com/wg/wrk,,repo,github.com/wg/wrk
鲲鹏,242,Bioconda,HPC,https://github.com/bioconda/,,organization,github.com/bioconda (API: Organization)
鲲鹏,243,Bioconductor,HPC,https://github.com/bioconductor,,organization,github.com/bioconductor (API: Organization)
鲲鹏,244,BWA,HPC,https://github.com/lh3/bwa,,repo,github.com/lh3/bwa
鲲鹏,245,GATK,HPC,https://github.com/broadinstitute/gatk,,repo,github.com/broadinstitute/gatk
鲲鹏,246,Relion,HPC,https://github.com/3dem/relion,,repo,github.com/3dem/relion
鲲鹏,247,AlphaFold2,HPC,https://github.com/google-deepmind/alphafold,,repo,github.com/google-deepmind/alphafold
鲲鹏,248,HMMER,HPC,https://github.com/EddyRivasLab/hmmer,,repo,github.com/EddyRivasLab/hmmer
鲲鹏,249,OpenHPC,HPC,https://github.com/openhpc/ohpc,,repo,github.com/openhpc/ohpc
鲲鹏,250,Lammps,HPC,https://github.com/lammps/lammps,,repo,github.com/lammps/lammps
鲲鹏,251,VASP,HPC,https://www.vasp.at/,,repo,项目官网/其他URL: www.vasp.at
鲲鹏,252,CP2K,HPC,https://github.com/cp2k/cp2k,,repo,github.com/cp2k/cp2k
鲲鹏,253,QuantumEspresso,HPC,https://gitlab.com/QEF/q-e,,repo,gitlab.com/QEF/q-e
鲲鹏,254,GROMACS,HPC,https://gitlab.com/gromacs/gromacs,,repo,gitlab.com/gromacs/gromacs
鲲鹏,255,Nwchem,HPC,https://github.com/nwchemgit/nwchem,,repo,github.com/nwchemgit/nwchem
鲲鹏,256,Amber tools,HPC,https://ambermd.org/index.php,,repo,项目官网/其他URL: ambermd.org
鲲鹏,257,WRF,HPC,https://github.com/wrf-model/WRF,,repo,github.com/wrf-model/WRF
鲲鹏,258,CESM,HPC,https://github.com/ESCOMP/CESM,,repo,github.com/ESCOMP/CESM
鲲鹏,259,NEMO,HPC,https://github.com/linuxmint/nemo,,repo,github.com/linuxmint/nemo
鲲鹏,260,WAVEWATCH III,HPC,https://github.com/csdms/bmi-wavewatch3,,repo,github.com/csdms/bmi-wavewatch3
鲲鹏,261,LASTZ,HPC,https://github.com/lastz/lastz,,repo,github.com/lastz/lastz
鲲鹏,262,OpenFOAM,HPC,https://openfoam.org/release/,,repo,项目官网/其他URL: openfoam.org
鲲鹏,263,eman2,HPC,https://github.com/cryoem/eman2,,repo,github.com/cryoem/eman2
鲲鹏,264,genewise,HPC,https://www.ebi.ac.uk/~birney/wise2/,,repo,项目官网/其他URL: www.ebi.ac.uk
鲲鹏,265,FSL,HPC,https://git.fmrib.ox.ac.uk/fsl/fslpy,,repo,git.fmrib.ox.ac.uk (专用 git/svn 服务器)
鲲鹏,266,OpenLB,HPC,https://www.openlb.net/,,repo,项目官网/其他URL: www.openlb.net
鲲鹏,267,SimpleITK,HPC,https://github.com/SimpleITK/SimpleITK,,repo,github.com/SimpleITK/SimpleITK
鲲鹏,268,3DSlicer,HPC,https://github.com/Slicer/Slicer,,repo,github.com/Slicer/Slicer
鲲鹏,269,bismark,HPC,https://github.com/FelixKrueger/Bismark,,repo,github.com/FelixKrueger/Bismark
鲲鹏,270,Primer3,HPC,https://github.com/primer3-org/primer3,,repo,github.com/primer3-org/primer3
鲲鹏,271,featureCounts,HPC,https://subread.sourceforge.net/,,repo,subread.sourceforge.net (项目子域名)
鲲鹏,272,nanopack,HPC,https://github.com/wdecoster/nanopack,,repo,github.com/wdecoster/nanopack
鲲鹏,273,GRAPHMAP,HPC,https://github.com/lbcb-sci/graphmap2,,repo,github.com/lbcb-sci/graphmap2
鲲鹏,274,GRIDSS,HPC,https://github.com/PapenfussLab/gridss,,repo,github.com/PapenfussLab/gridss
鲲鹏,275,Lumpy,HPC,https://github.com/arq5x/lumpy-sv,,repo,github.com/arq5x/lumpy-sv
鲲鹏,276,Manta,HPC,https://github.com/hql287/Manta,,repo,github.com/hql287/Manta
鲲鹏,277,RepeatModeler,HPC,https://github.com/Dfam-consortium/RepeatModeler,,repo,github.com/Dfam-consortium/RepeatModeler
鲲鹏,278,rMATs,HPC,https://github.com/Xinglab/rmats-turbo,,repo,github.com/Xinglab/rmats-turbo
鲲鹏,279,trf,HPC,https://github.com/Benson-Genomics-Lab/TRF,,repo,github.com/Benson-Genomics-Lab/TRF
鲲鹏,280,deeptools,HPC,https://github.com/deeptools/deepTools,,repo,github.com/deeptools/deepTools
鲲鹏,281,pilon,HPC,https://github.com/broadinstitute/pilon,,repo,github.com/broadinstitute/pilon
鲲鹏,282,FigTRee,HPC,https://github.com/rambaut/figtree,,repo,github.com/rambaut/figtree
鲲鹏,283,3d-dna,HPC,https://github.com/aidenlab/3d-dna,,repo,github.com/aidenlab/3d-dna
鲲鹏,284,ALLHiC,HPC,https://github.com/tanghaibao/allhic,,repo,github.com/tanghaibao/allhic
鲲鹏,285,bamtools,HPC,https://github.com/pezmaster31/bamtools,,repo,github.com/pezmaster31/bamtools
鲲鹏,286,BUSCO,HPC,https://gitlab.com/ezlab/busco,,repo,gitlab.com/ezlab/busco
鲲鹏,287,flye,HPC,https://github.com/mikolmogorov/Flye,,repo,github.com/mikolmogorov/Flye
鲲鹏,288,Muscle,HPC,https://github.com/rcedgar/muscle,,repo,github.com/rcedgar/muscle
鲲鹏,289,EIGENSOFT,HPC,https://github.com/DReichLab/EIG,,repo,github.com/DReichLab/EIG
鲲鹏,290,trimmomatic,HPC,https://github.com/usadellab/Trimmomatic,,repo,github.com/usadellab/Trimmomatic
鲲鹏,291,Falcon,HPC,https://github.com/falconry/falcon,,repo,github.com/falconry/falcon
鲲鹏,292,AutoDock vina,HPC,https://github.com/ccsb-scripps/AutoDock-Vina,,repo,github.com/ccsb-scripps/AutoDock-Vina
鲲鹏,293,Tinker,HPC,https://github.com/TinkerTools/tinker,,repo,github.com/TinkerTools/tinker
鲲鹏,294,repeatmasker,HPC,http://www.repeatmasker.org/repeatmasker/repeatmasker-4.1.2-p1.tar.gz,,repo,项目官网/其他URL: www.repeatmasker.org
鲲鹏,295,sambamba,HPC,https://github.com/biod/sambamba,,repo,github.com/biod/sambamba
鲲鹏,296,Cutadapt,HPC,https://github.com/marcelm/cutadapt,,repo,github.com/marcelm/cutadapt
鲲鹏,297,hyphy,HPC,https://github.com/veg/hyphy,,repo,github.com/veg/hyphy
鲲鹏,298,minimap2,HPC,https://github.com/lh3/minimap2,,repo,github.com/lh3/minimap2
鲲鹏,299,mummer,HPC,https://github.com/mummer4/mummer,,repo,github.com/mummer4/mummer
鲲鹏,300,salmon,HPC,https://github.com/COMBINE-lab/salmon,,repo,github.com/COMBINE-lab/salmon
鲲鹏,301,SoftSV,HPC,https://sourceforge.net/projects/softsv/,,repo,sourceforge.net/projects/softsv
鲲鹏,302,smcpp,HPC,https://github.com/popgenmethods/smcpp,,repo,github.com/popgenmethods/smcpp
鲲鹏,303,glean,HPC,https://sourceforge.net/projects/glean-gene/,,repo,sourceforge.net/projects/glean-gene
鲲鹏,304,trimal,HPC,https://github.com/inab/trimal,,repo,github.com/inab/trimal
鲲鹏,305,mrbayes,HPC,https://github.com/NBISweden/MrBayes,,repo,github.com/NBISweden/MrBayes
鲲鹏,306,VaPoR,HPC,https://github.com/connor-lab/vapor,,repo,github.com/connor-lab/vapor
鲲鹏,307,fastx_toolkit,HPC,https://github.com/agordon/fastx_toolkit,,repo,github.com/agordon/fastx_toolkit
鲲鹏,308,seqwish,HPC,https://github.com/pangenome/seqwish,,repo,github.com/pangenome/seqwish
鲲鹏,309,seqkit,HPC,https://github.com/shenwei356/seqkit,,repo,github.com/shenwei356/seqkit
鲲鹏,310,MCscanX,HPC,https://github.com/wyp1125/MCScanX,,repo,github.com/wyp1125/MCScanX
鲲鹏,311,bioawk,HPC,https://github.com/lh3/bioawk,,repo,github.com/lh3/bioawk
鲲鹏,312,Mrtrix,HPC,https://github.com/MRtrix3/mrtrix3,,repo,github.com/MRtrix3/mrtrix3
鲲鹏,313,psmc,HPC,https://github.com/lh3/psmc,,repo,github.com/lh3/psmc
鲲鹏,314,metaeuk,HPC,https://github.com/soedinglab/metaeuk,,repo,github.com/soedinglab/metaeuk
鲲鹏,315,gnuplot,HPC,https://sourceforge.net/p/gnuplot/gnuplot-main/ci/master/tree/,,repo,sourceforge.net/p/gnuplot
鲲鹏,316,MNE-python,HPC,https://github.com/mne-tools/mne-python,,repo,github.com/mne-tools/mne-python
鲲鹏,317,centrifuge,HPC,https://github.com/DaehwanKimLab/centrifuge,,repo,github.com/DaehwanKimLab/centrifuge
鲲鹏,318,ClipKIT,HPC,https://github.com/JLSteenwyk/ClipKIT,,repo,github.com/JLSteenwyk/ClipKIT
鲲鹏,319,idba,HPC,https://github.com/loneknightpy/idba,,repo,github.com/loneknightpy/idba
鲲鹏,320,samblaster,HPC,https://github.com/GregoryFaust/samblaster,,repo,github.com/GregoryFaust/samblaster
鲲鹏,321,SVseq2,HPC,https://sourceforge.net/projects/svseq2/files/svseq2_2/,,repo,sourceforge.net/projects/svseq2
鲲鹏,322,BayesTyper,HPC,https://github.com/bioinformatics-centre/BayesTyper,,repo,github.com/bioinformatics-centre/BayesTyper
鲲鹏,323,Graphtyper2,HPC,https://github.com/DecodeGenetics/graphtyper,,repo,github.com/DecodeGenetics/graphtyper
鲲鹏,324,TensorRT,HPC,https://github.com/NVIDIA/TensorRT,,repo,github.com/NVIDIA/TensorRT
鲲鹏,325,jvarkit,HPC,https://github.com/lindenb/jvarkit,,repo,github.com/lindenb/jvarkit
鲲鹏,326,Meraculous,HPC,https://jgi.doe.gov/data-and-tools/meraculous/,,repo,项目官网/其他URL: jgi.doe.gov
鲲鹏,327,RepeatScout,HPC,https://github.com/Dfam-consortium/RepeatScout,,repo,github.com/Dfam-consortium/RepeatScout
鲲鹏,328,MOPAC,HPC,https://github.com/openmopac/mopac,,repo,github.com/openmopac/mopac
鲲鹏,329,Yambo,HPC,http://www.yambo-code.org/,,repo,项目官网/其他URL: www.yambo-code.org
鲲鹏,330,Cubep3m,HPC,https://github.com/jharno/cubep3m,,repo,github.com/jharno/cubep3m
鲲鹏,331,SWAN,HPC,https://swanmodel.sourceforge.io/,,repo,swanmodel.sourceforge.io (项目子域名)
鲲鹏,332,dnacopy,HPC,https://bioconductor.org/packages/3.20/bioc/html/DNAcopy.html,,repo,bioconductor.org package
鲲鹏,333,metapod,HPC,https://bioconductor.org/packages/3.20/bioc/html/metapod.html,,repo,bioconductor.org package
鲲鹏,334,geneselectmmd,HPC,https://bioconductor.org/packages/3.20/bioc/html/GeneSelectMMD.html,,repo,bioconductor.org package
鲲鹏,335,maigespack,HPC,https://bioconductor.org/packages/3.17/bioc/html/maigesPack.html,,repo,bioconductor.org package
鲲鹏,336,fastseg,HPC,https://bioconductor.org/packages/3.20/bioc/html/fastseg.html,,repo,bioconductor.org package
鲲鹏,337,batchelor,HPC,https://bioconductor.org/packages/3.20/bioc/html/batchelor.html,,repo,bioconductor.org package
鲲鹏,338,methylkit,HPC,https://bioconductor.org/packages/3.20/bioc/html/methylKit.html,,repo,bioconductor.org package
鲲鹏,339,monocle,HPC,https://bioconductor.org/packages/3.20/bioc/html/monocle.html,,repo,bioconductor.org package
鲲鹏,340,biovizbase,HPC,https://bioconductor.org/packages/3.20/bioc/html/biovizBase.html,,repo,bioconductor.org package
鲲鹏,341,genomation,HPC,https://bioconductor.org/packages/3.20/bioc/html/genomation.html,,repo,bioconductor.org package
鲲鹏,342,kebabs,HPC,https://bioconductor.org/packages/3.20/bioc/html/kebabs.html,,repo,bioconductor.org package
鲲鹏,343,Doris,大数据,https://github.com/apache/doris,,repo,github.com/apache/doris
鲲鹏,344,Cubefs,分布式存储,https://github.com/cubefs/cubefs,,repo,github.com/cubefs/cubefs
鲲鹏,345,fuse,分布式存储,"fuse-go修改部分:https://github.com/cubefs/cubefs/
fuse内核优化部分：https://github.com/torvalds/linux",,repo,github.com/cubefs/cubefs
鲲鹏,346,Milvus,数据库,https://github.com/milvus-io/milvus,,repo,github.com/milvus-io/milvus
鲲鹏,347,OceanBase,数据库,https://github.com/oceanbase/oceanbase,,repo,github.com/oceanbase/oceanbase
鲲鹏,348,O3DE,虚拟化,https://github.com/o3de/o3de,,repo,github.com/o3de/o3de
鲲鹏,349,Strongswan,虚拟化,https://github.com/strongswan/strongswan,,repo,github.com/strongswan/strongswan
鲲鹏,350,rdma-core,虚拟化,https://github.com/linux-rdma/rdma-core,,repo,github.com/linux-rdma/rdma-core
鲲鹏,351,DELFT3D,HPC,https://svn.oss.deltares.nl/repos/delft3d,,repo,svn.oss.deltares.nl (专用 git/svn 服务器)
鲲鹏,352,NAMD,HPC,https://github.com/nbcrrolls/namd,,repo,github.com/nbcrrolls/namd
鲲鹏,353,Gluten(京东/美团),大数据,https://github.com/apache/gluten,,repo,github.com/apache/gluten
鲲鹏,354,Iceberg(字节/京东),大数据,https://github.com/apache/iceberg,,repo,github.com/apache/iceberg
鲲鹏,355,Ambari(中移),大数据,https://github.com/apache/ambari,,repo,github.com/apache/ambari
鲲鹏,356,starrocks(腾讯),大数据,https://github.com/StarRocks/starrocks,,repo,github.com/StarRocks/starrocks
鲲鹏,357,hudi(字节/京东),大数据,https://github.com/apache/hudi,,repo,github.com/apache/hudi
鲲鹏,358,ORC(京东),大数据,https://github.com/apache/orc,,repo,github.com/apache/orc
鲲鹏,359,Bolt(字节),大数据,https://github.com/bytedance/bolt,,repo,github.com/bytedance/bolt
鲲鹏,360,daft（字节）,大数据,https://github.com/Eventual-Inc/Daft,,repo,github.com/Eventual-Inc/Daft
鲲鹏,361,data-juicer（腾讯）,大数据,https://github.com/datajuicer/data-juicer,,repo,github.com/datajuicer/data-juicer
鲲鹏,362,pandas（携程）,大数据,https://github.com/pandas-dev/pandas,,repo,github.com/pandas-dev/pandas
鲲鹏,363,Celeborn（阿里）,大数据,https://github.com/apache/celeborn,,repo,github.com/apache/celeborn
鲲鹏,364,Lance（字节）,大数据,https://github.com/lancedb/lancedb,,repo,github.com/lancedb/lancedb
鲲鹏,365,Ray（蚂蚁）,大数据,https://github.com/ray-project/ray,,repo,github.com/ray-project/ray
鲲鹏,366,auron（快手）,大数据,https://github.com/apache/auron,,repo,github.com/apache/auron
鲲鹏,367,3FS(Xsky),分布式存储,https://github.com/deepseek-ai/3FS,,repo,github.com/deepseek-ai/3FS
鲲鹏,368,reedsolomon(深信服),分布式存储,https://github.com/klauspost/reedsolomon,,repo,github.com/klauspost/reedsolomon
鲲鹏,369,JuiceFS(电信),分布式存储,https://github.com/juicedata/juicefs,,repo,github.com/juicedata/juicefs
鲲鹏,370,Mooncake(京东),分布式存储,https://github.com/kvcache-ai/Mooncake,,repo,github.com/kvcache-ai/Mooncake
鲲鹏,371,Percona(字节),数据库,https://github.com/percona/percona-server,,repo,github.com/percona/percona-server
鲲鹏,372,openvelinux(字节),虚拟化,https://github.com/openvelinux,,organization,github.com/openvelinux (API: Organization)
鲲鹏,373,OpenCloudOS(腾讯),虚拟化,https://github.com/OpenCloudOS,,organization,github.com/OpenCloudOS (API: Organization)
鲲鹏,374,CloudWeGo(字节),虚拟化,https://github.com/cloudwego,,organization,github.com/cloudwego (API: Organization)
鲲鹏,375,DeathStarBench(字节/腾讯),虚拟化,https://github.com/delimitrou/DeathStarBench,,repo,github.com/delimitrou/DeathStarBench
鲲鹏,376,fluid(字节),虚拟化,https://github.com/fluid-cloudnative/fluid,,repo,github.com/fluid-cloudnative/fluid
鲲鹏,377,kubeflow(字节),虚拟化,https://github.com/kubeflow/kubeflow,,repo,github.com/kubeflow/kubeflow
鲲鹏,378,kuberay(字节),虚拟化,https://github.com/ray-project/kuberay,,repo,github.com/ray-project/kuberay
鲲鹏,379,sriov-network-operato(快手/字节),虚拟化,https://github.com/k8snetworkplumbingwg/sriov-network-operator,,repo,github.com/k8snetworkplumbingwg/sriov-network-operator
鲲鹏,380,E2B(字节),虚拟化,https://github.com/e2b-dev/E2B,,repo,github.com/e2b-dev/E2B
鲲鹏,381,kata-containers(京东/腾讯),虚拟化,https://github.com/kata-containers/kata-containers,,repo,github.com/kata-containers/kata-containers
鲲鹏,382,libavif(京东),ARM原生,https://github.com/AOMediaCodec/libavif,,repo,github.com/AOMediaCodec/libavif
鲲鹏,383,libwebp(京东),ARM原生,https://chromium.googlesource.com/webm/libwebp,,repo,chromium.googlesource.com (googlesource 项目)
鲲鹏,384,torchvision(多模态大模型媒体库),ARM原生,https://github.com/pytorch/vision,,repo,github.com/pytorch/vision
鲲鹏,385,Android(联通云),ARM原生,https://github.com/android/,,organization,github.com/android (API: Organization)
鲲鹏,386,vvenc(字节),ARM原生,https://github.com/fraunhoferhhi/vvenc,,repo,github.com/fraunhoferhhi/vvenc
鲲鹏,387,tensorflow-serving(BOSS),搜广推,https://github.com/tensorflow/serving,,repo,github.com/tensorflow/serving
鲲鹏,388,onednn(京东),搜广推,https://github.com/uxlfoundation/oneDNN,,repo,github.com/uxlfoundation/oneDNN
鲲鹏,389,Faiss(美团),搜广推,https://github.com/facebookresearch/faiss,,repo,github.com/facebookresearch/faiss
鲲鹏,390,hnswlib(美团),搜广推,https://github.com/nmslib/hnswlib,,repo,github.com/nmslib/hnswlib
鲲鹏,391,XLA(京东),搜广推,https://github.com/openxla/xla,,repo,github.com/openxla/xla
鲲鹏,392,ScaNN(美团),搜广推,https://github.com/google-research/google-research/tree/master/scann,,repo,github.com/google-research/google-research
鲲鹏,393,newpfordelta(美团),搜广推,https://github.com/newpfordelta/newpfordelta,是,repo,github.com/newpfordelta/newpfordelta
鲲鹏,394,RabitQ(字节),搜广推,https://github.com/gaoj0017/RaBitQ,,repo,github.com/gaoj0017/RaBitQ
鲲鹏,395,DiskANN(字节),搜广推,https://github.com/microsoft/DiskANN,,repo,github.com/microsoft/DiskANN
鲲鹏,396,monolith(字节),搜广推,https://github.com/bytedance/monolith,,repo,github.com/bytedance/monolith
鲲鹏,397,Eigen(京东),搜广推,https://gitlab.com/libeigen/eigen,,repo,gitlab.com/libeigen/eigen
鲲鹏,398,TVM(CBG),搜广推,https://github.com/apache/tvm,,repo,github.com/apache/tvm
鲲鹏,399,onnxruntime(CBG),搜广推,https://github.com/microsoft/onnxruntime,,repo,github.com/microsoft/onnxruntime
鲲鹏,400,vLLM(蚂蚁/腾讯),搜广推,https://github.com/vllm-project/vllm,,repo,github.com/vllm-project/vllm
鲲鹏,401,llama.cpp（电信/移动）,搜广推,https://github.com/ggml-org/llama.cpp,,repo,github.com/ggml-org/llama.cpp
鲲鹏,402,LangGraph(移动),搜广推,https://github.com/langchain-ai/langgraph,,repo,github.com/langchain-ai/langgraph
鲲鹏,403,TensorRT（京东）,搜广推,https://github.com/NVIDIA/TensorRT,,repo,github.com/NVIDIA/TensorRT
鲲鹏,404,TensorRT-LLM（京东）,搜广推,https://github.com/NVIDIA/TensorRT-LLM,,repo,github.com/NVIDIA/TensorRT-LLM
鲲鹏,405,protobuf(字节),基础库&加速库,https://github.com/protocolbuffers/protobuf,,repo,github.com/protocolbuffers/protobuf
鲲鹏,406,folly(字节),基础库&加速库,https://github.com/facebook/folly,,repo,github.com/facebook/folly
鲲鹏,407,sonic-cpp(互联网),基础库&加速库,https://github.com/bytedance/sonic-cpp,,repo,github.com/bytedance/sonic-cpp
鲲鹏,408,Tongsuo(蚂蚁),基础库&加速库,https://github.com/Tongsuo-Project/Tongsuo,,repo,github.com/Tongsuo-Project/Tongsuo
