页签,序号,项目名称,分类,上游地址,entity_type,reason,source,expanded_from_org,stars,description,language,llm_note,foundation_name,evidence,confidence
鲲鹏,82,LizardFS,分布式存储,https://github.com/lizardfs/lizardfs,repo,脚本分类: github.com/lizardfs/lizardfs,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,83,Sheepdog,分布式存储,https://github.com/sheepdog/sheepdog,repo,脚本分类: github.com/sheepdog/sheepdog,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,84,DRBD,分布式存储,https://github.com/linbit/drbd,repo,脚本分类: github.com/linbit/drbd,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,85,DAOS,分布式存储,https://github.com/daos-stack/daos,repo,脚本分类: github.com/daos-stack/daos,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,86,CURVE,分布式存储,https://github.com/opencurve/curve,repo,脚本分类: github.com/opencurve/curve,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,87,SeaweedFS,分布式存储,https://github.com/chrislusf/seaweedfs,repo,脚本分类: github.com/chrislusf/seaweedfs,repo,,,,,,none,个人开发者项目,S
鲲鹏,88,Docker,虚拟化,https://github.com/nextcloud/docker,repo,脚本分类: github.com/nextcloud/docker,repo,,,,,,none,企业/公司项目: Nextcloud GmbH,S
鲲鹏,89,Kubernetes,虚拟化,https://github.com/kubernetes/kubernetes,repo,脚本分类: github.com/kubernetes/kubernetes,repo,,,,,,CNCF,基金会项目列表匹配: kubernetes/kubernetes,S
鲲鹏,90,libvirt,虚拟化,https://github.com/libvirt/libvirt,repo,脚本分类: github.com/libvirt/libvirt,repo,,,,,,none,企业/公司项目: Red Hat,S
鲲鹏,91,OpenStack,虚拟化,https://github.com/openstack/openstack,repo,脚本分类: github.com/openstack/openstack,repo,,,,,,OpenInfra Foundation,GitHub org匹配: openstack → OpenInfra Foundation,S
鲲鹏,92,KVM,虚拟化,https://git.kernel.org/pub/scm/virt/kvm/kvm.git,repo,脚本分类: git.kernel.org/pub/scm,repo,,,,,,Linux Foundation,Linux内核子项目,S
鲲鹏,93,Open vSwitch,虚拟化,https://github.com/openvswitch/ovs,repo,脚本分类: github.com/openvswitch/ovs,repo,,,,,,Linux Foundation,GitHub org匹配: openvswitch → Linux Foundation,S
鲲鹏,94,QEMU,虚拟化,https://github.com/qemu/qemu,repo,脚本分类: github.com/qemu/qemu,repo,,,,,,none,独立开源项目，无基金会归属,A
鲲鹏,95,Ovirt,虚拟化,https://github.com/ovirt/ovirt-engine,repo,脚本分类: github.com/ovirt/ovirt-engine,repo,,,,,,none,企业/公司项目: Red Hat,S
鲲鹏,96,Stratovirt,虚拟化,https://gitee.com/openeuler/stratovirt,repo,脚本分类: gitee.com/openeuler/stratovirt,repo,,,,,,none,Gitee项目（中国本土平台）,A
鲲鹏,97,Calico,虚拟化,https://github.com/projectcalico/calico,repo,脚本分类: github.com/projectcalico/calico,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,98,Flannel,虚拟化,https://github.com/coreos/flannel,repo,脚本分类: github.com/coreos/flannel,repo,,,,,,none,企业/公司项目: Red Hat,S
鲲鹏,99,CoreDNS,虚拟化,https://github.com/coredns/coredns,repo,脚本分类: github.com/coredns/coredns,repo,,,,,,CNCF,基金会项目列表匹配: coredns/coredns,S
鲲鹏,100,Containerd,虚拟化,https://github.com/containerd/containerd,repo,脚本分类: github.com/containerd/containerd,repo,,,,,,CNCF,基金会项目列表匹配: containerd/containerd,S
鲲鹏,101,Prometheus,虚拟化,https://github.com/prometheus/prometheus,repo,脚本分类: github.com/prometheus/prometheus,repo,,,,,,CNCF,基金会项目列表匹配: prometheus/prometheus,S
鲲鹏,102,lstio,虚拟化,https://github.com/istio/istio,repo,脚本分类: github.com/istio/istio,repo,,,,,,CNCF,基金会项目列表匹配: istio/istio,S
鲲鹏,103,Envoy,虚拟化,https://github.com/envoyproxy/envoy,repo,脚本分类: github.com/envoyproxy/envoy,repo,,,,,,CNCF,基金会项目列表匹配: envoyproxy/envoy,S
鲲鹏,104,iSula,虚拟化,https://gitee.com/openeuler/iSulad,repo,脚本分类: gitee.com/openeuler/iSulad,repo,,,,,,none,Gitee项目（中国本土平台）,A
鲲鹏,105,harbor,虚拟化,https://github.com/goharbor/harbor,repo,脚本分类: github.com/goharbor/harbor,repo,,,,,,CNCF,基金会项目列表匹配: goharbor/harbor,S
鲲鹏,106,Apache HTTP Server,Web,https://github.com/apache/httpd,repo,脚本分类: github.com/apache/httpd,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/httpd,S
鲲鹏,107,Tomcat,Web,https://github.com/apache/tomcat,repo,脚本分类: github.com/apache/tomcat,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/tomcat,S
鲲鹏,108,Varnish,Web,https://github.com/varnishcache/varnish-cache,repo,脚本分类: github.com/varnishcache/varnish-cache,repo,,,,,,none,企业/公司项目: Varnish Software,S
鲲鹏,109,JBOSS,Web,https://github.com/wildfly/wildfly,repo,脚本分类: github.com/wildfly/wildfly,repo,,,,,,none,企业/公司项目: Red Hat,S
鲲鹏,110,HAProxy,Web,https://github.com/haproxy/haproxy,repo,脚本分类: github.com/haproxy/haproxy,repo,,,,,,none,企业/公司项目: HAProxy Technologies,S
鲲鹏,111,Memcached,Web,https://github.com/memcached/memcached,repo,脚本分类: github.com/memcached/memcached,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,112,Nginx,Web,https://github.com/nginx/nginx,repo,脚本分类: github.com/nginx/nginx,repo,,,,,,none,企业/公司项目: F5/NGINX,S
鲲鹏,113,.NET Core,Web,https://github.com/dotnet/core,repo,脚本分类: github.com/dotnet/core,repo,,,,,,.NET Foundation,GitHub org匹配: dotnet → .NET Foundation,S
鲲鹏,114,ATS,Web,https://github.com/apache/trafficserver,repo,脚本分类: github.com/apache/trafficserver,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/trafficserver,S
鲲鹏,115,Jetty,Web,https://github.com/eclipse/jetty.project,repo,脚本分类: github.com/eclipse/jetty.project,repo,,,,,,Eclipse Foundation,GitHub org匹配: eclipse → Eclipse Foundation,S
鲲鹏,116,Keepalived,Web,https://github.com/acassen/keepalived,repo,脚本分类: github.com/acassen/keepalived,repo,,,,,,none,个人开发者项目,S
鲲鹏,118,Dubbo,Web,https://github.com/apache/dubbo,repo,脚本分类: github.com/apache/dubbo,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/dubbo,S
鲲鹏,119,Squid,Web,https://github.com/squid-cache/squid,repo,脚本分类: github.com/squid-cache/squid,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,120,Glassfish,Web,https://github.com/eclipse-ee4j/glassfish,repo,脚本分类: github.com/eclipse-ee4j/glassfish,repo,,,,,,Eclipse Foundation,GitHub org匹配: eclipse-ee4j → Eclipse Foundation,S
鲲鹏,121,Node.js,Web,https://github.com/nodejs/node,repo,脚本分类: github.com/nodejs/node,repo,,,,,,Linux Foundation,基金会项目列表匹配: nodejs/node,S
鲲鹏,122,chromium,Web,https://github.com/chromium/chromium,repo,脚本分类: github.com/chromium/chromium,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,123,Django,Web,https://github.com/django/django,repo,脚本分类: github.com/django/django,repo,,,,,,Django Software Foundation,GitHub org匹配: django → Django Software Foundation,S
鲲鹏,124,fcgi,Web,https://github.com/fastcgi-archives/fcgi2,repo,脚本分类: github.com/fastcgi-archives/fcgi2,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,125,Mongoose,Web,https://github.com/automattic/mongoose,repo,脚本分类: github.com/automattic/mongoose,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,126,Nagios,Web,https://github.com/nagiosenterprises/nagioscore,repo,脚本分类: github.com/nagiosenterprises/nagioscore,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,127,uWSGI,Web,https://github.com/unbit/uwsgi,repo,脚本分类: github.com/unbit/uwsgi,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,128,Spring Framework,Web,https://github.com/spring-projects/spring-framework,repo,脚本分类: github.com/spring-projects/spring-framework,repo,,,,,,none,企业/公司项目: VMware/Broadcom (Spring),S
鲲鹏,129,Spring Boot,Web,https://github.com/spring-projects/spring-boot,repo,脚本分类: github.com/spring-projects/spring-boot,repo,,,,,,none,企业/公司项目: VMware/Broadcom (Spring),S
鲲鹏,130,Tengine,Web,https://github.com/alibaba/tengine,repo,脚本分类: github.com/alibaba/tengine,repo,,,,,,none,企业/公司项目: Alibaba,S
鲲鹏,132,MySQL,数据库,https://github.com/mysql/mysql-server,repo,脚本分类: github.com/mysql/mysql-server,repo,,,,,,none,企业/公司项目: Oracle (MySQL),S
鲲鹏,133,MariaDB,数据库,https://github.com/mariadb/server,repo,脚本分类: github.com/mariadb/server,repo,,,,,,none,企业/公司项目: MariaDB Foundation,S
鲲鹏,134,PostgreSQL,数据库,https://github.com/postgres/postgres,repo,脚本分类: github.com/postgres/postgres,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,135,MongoDB,数据库,https://github.com/mongodb/mongo,repo,脚本分类: github.com/mongodb/mongo,repo,,,,,,none,企业/公司项目: MongoDB Inc,S
鲲鹏,136,RocksDB,数据库,https://github.com/facebook/rocksdb,repo,脚本分类: github.com/facebook/rocksdb,repo,,,,,,none,企业/公司项目: Meta,S
鲲鹏,137,TiDB,数据库,https://github.com/pingcap/tidb,repo,脚本分类: github.com/pingcap/tidb,repo,,,,,,none,企业/公司项目: PingCAP,S
鲲鹏,138,InfluxDB,数据库,https://github.com/influxdata/influxdb,repo,脚本分类: github.com/influxdata/influxdb,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,139,SQLite,数据库,https://github.com/sqlite/sqlite,repo,脚本分类: github.com/sqlite/sqlite,repo,,,,,,none,SQLite由Hwaci维护，公有领域授权,S
鲲鹏,140,Cassandra,数据库,https://github.com/apache/cassandra,repo,脚本分类: github.com/apache/cassandra,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/cassandra,S
鲲鹏,141,etcd,数据库,https://github.com/etcd-io/etcd,repo,脚本分类: github.com/etcd-io/etcd,repo,,,,,,CNCF,基金会项目列表匹配: etcd-io/etcd,S
鲲鹏,142,LevelDB,数据库,https://github.com/google/leveldb,repo,脚本分类: github.com/google/leveldb,repo,,,,,,none,企业/公司项目: Google,S
鲲鹏,143,OrientDB,数据库,https://github.com/orientechnologies/orientdb,repo,脚本分类: github.com/orientechnologies/orientdb,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,144,Neo4j,数据库,https://github.com/neo4j/neo4j,repo,脚本分类: github.com/neo4j/neo4j,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,145,gcc,基础库&加速库,https://github.com/gcc-mirror/gcc,repo,脚本分类: github.com/gcc-mirror/gcc,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,146,OpenJDK,基础库&加速库,https://github.com/openjdk/jdk,repo,脚本分类: github.com/openjdk/jdk,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,147,CMake,基础库&加速库,https://github.com/kitware/cmake,repo,脚本分类: github.com/kitware/cmake,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,148,Clang,基础库&加速库,https://github.com/llvm/llvm-project,repo,脚本分类: github.com/llvm/llvm-project,repo,,,,,,LLVM Foundation,GitHub org匹配: llvm → LLVM Foundation,S
鲲鹏,149,GDB,基础库&加速库,https://ftp.gnu.org/gnu/gdb/,repo,脚本分类: GNU project: gdb,repo,,,,,,GNU/FSF,GNU项目,S
鲲鹏,150,Maven,基础库&加速库,https://github.com/apache/maven,repo,脚本分类: github.com/apache/maven,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/maven,S
鲲鹏,151,Ant,基础库&加速库,https://github.com/apache/ant,repo,脚本分类: github.com/apache/ant,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/ant,S
鲲鹏,152,Scala,基础库&加速库,https://github.com/scala/scala,repo,脚本分类: github.com/scala/scala,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,154,Golang,基础库&加速库,https://github.com/golang/go,repo,脚本分类: github.com/golang/go,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,155,Lua,基础库&加速库,https://github.com/lua/lua,repo,脚本分类: github.com/lua/lua,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,156,Perl,基础库&加速库,https://github.com/perl/perl5,repo,脚本分类: github.com/perl/perl5,repo,,,,,,Perl & Raku Foundation,GitHub org匹配: perl → Perl & Raku Foundation,S
鲲鹏,157,Ruby,基础库&加速库,https://github.com/ruby/ruby,repo,脚本分类: github.com/ruby/ruby,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,158,R,基础库&加速库,https://github.com/wch/r-source,repo,脚本分类: github.com/wch/r-source,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,159,Gradle,基础库&加速库,https://github.com/gradle/gradle,repo,脚本分类: github.com/gradle/gradle,repo,,,,,,none,企业/公司项目: Gradle Inc,S
鲲鹏,160,Erlang,基础库&加速库,https://github.com/erlang/otp,repo,脚本分类: github.com/erlang/otp,repo,,,,,,Erlang Ecosystem Foundation,GitHub org匹配: erlang → Erlang Ecosystem Foundation,S
鲲鹏,161,Google Test,基础库&加速库,https://github.com/google/googletest,repo,脚本分类: github.com/google/googletest,repo,,,,,,none,企业/公司项目: Google,S
鲲鹏,162,SKLearn,基础库&加速库,https://github.com/scikit-learn/scikit-learn,repo,脚本分类: github.com/scikit-learn/scikit-learn,repo,,,,,,NumFOCUS,基金会项目列表匹配: scikit-learn/scikit-learn,S
鲲鹏,163,APR-util,基础库&加速库,https://github.com/apache/apr-util,repo,脚本分类: github.com/apache/apr-util,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/apr-util,S
鲲鹏,164,TypeScript,基础库&加速库,https://github.com/microsoft/typescript,repo,脚本分类: github.com/microsoft/typescript,repo,,,,,,none,企业/公司项目: Microsoft,S
鲲鹏,165,Git,基础库&加速库,https://github.com/git/git,repo,脚本分类: github.com/git/git,repo,,,,,,Software Freedom Conservancy,GitHub org匹配: git → Software Freedom Conservancy,S
鲲鹏,166,Jenkins,基础库&加速库,https://github.com/jenkinsci/jenkins,repo,脚本分类: github.com/jenkinsci/jenkins,repo,,,,,,Linux Foundation,GitHub org匹配: jenkinsci → Linux Foundation,S
鲲鹏,167,npm,基础库&加速库,https://github.com/meteorhacks/npm,repo,脚本分类: github.com/meteorhacks/npm,repo,,,,,,none,个人开发者项目,S
鲲鹏,168,catj,基础库&加速库,https://github.com/soheilpro/catj,repo,脚本分类: github.com/soheilpro/catj,repo,,,,,,none,个人开发者项目,S
鲲鹏,169,bcrypt,基础库&加速库,https://github.com/pyca/bcrypt,repo,脚本分类: github.com/pyca/bcrypt,repo,,,,,,none,PyCA社区项目,A
鲲鹏,170,busybox,基础库&加速库,https://github.com/mirror/busybox,repo,脚本分类: github.com/mirror/busybox,repo,,,,,,none,BusyBox独立项目,A
鲲鹏,171,Expat,基础库&加速库,https://github.com/libexpat/libexpat,repo,脚本分类: github.com/libexpat/libexpat,repo,,,,,,none,独立开源XML解析库,A
鲲鹏,172,FlatBuffers,基础库&加速库,https://github.com/google/flatbuffers,repo,脚本分类: github.com/google/flatbuffers,repo,,,,,,none,企业/公司项目: Google,S
鲲鹏,174,Hiredis,基础库&加速库,https://github.com/redis/hiredis,repo,脚本分类: github.com/redis/hiredis,repo,,,,,,none,企业/公司项目: Redis Ltd,S
鲲鹏,176,Libxml2,基础库&加速库,https://github.com/gnome/libxml2,repo,脚本分类: github.com/gnome/libxml2,repo,,,,,,GNOME Foundation,GitHub org匹配: gnome → GNOME Foundation,S
鲲鹏,177,MPFR,基础库&加速库,https://gitlab.inria.fr/mpfr/mpfr,repo,脚本分类: gitlab.inria.fr/mpfr/mpfr,repo,,,,,,none,学术机构项目: INRIA,A
鲲鹏,178,Next.js,基础库&加速库,https://github.com/vercel/next.js,repo,脚本分类: github.com/vercel/next.js,repo,,,,,,none,企业/公司项目: Vercel,S
鲲鹏,179,pcre,基础库&加速库,https://github.com/pcre2project/pcre2,repo,脚本分类: github.com/pcre2project/pcre2,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,180,PHP,基础库&加速库,https://github.com/php/php-src,repo,脚本分类: github.com/php/php-src,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,181,React,基础库&加速库,https://github.com/facebook/react,repo,脚本分类: github.com/facebook/react,repo,,,,,,none,企业/公司项目: Meta,S
鲲鹏,182,Rinetd,基础库&加速库,https://github.com/samhocevar/rinetd,repo,脚本分类: github.com/samhocevar/rinetd,repo,,,,,,none,个人开发者项目,S
鲲鹏,183,SCons,基础库&加速库,https://github.com/scons/scons,repo,脚本分类: github.com/scons/scons,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,184,Netty,基础库&加速库,https://github.com/netty/netty,repo,脚本分类: github.com/netty/netty,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,185,Boost,基础库&加速库,https://github.com/boostorg/boost,repo,脚本分类: github.com/boostorg/boost,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,186,Protobuf,基础库&加速库,https://github.com/protocolbuffers/protobuf,repo,脚本分类: github.com/protocolbuffers/protobuf,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,187,Libevent,基础库&加速库,https://github.com/libevent/libevent,repo,脚本分类: github.com/libevent/libevent,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,188,Wireshark,基础库&加速库,https://github.com/wireshark/wireshark,repo,脚本分类: github.com/wireshark/wireshark,repo,,,,,,Wireshark Foundation,GitHub org匹配: wireshark → Wireshark Foundation,S
鲲鹏,189,JUnit,基础库&加速库,https://github.com/junit-team/junit5,repo,脚本分类: github.com/junit-team/junit5,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,190,DHCP,基础库&加速库,https://github.com/insomniacslk/dhcp,repo,脚本分类: github.com/insomniacslk/dhcp,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,191,DNSmasq,基础库&加速库,https://github.com/coddec/classic-shell,repo,脚本分类: github.com/coddec/classic-shell,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,192,FastJSON,基础库&加速库,https://github.com/alibaba/fastjson2,repo,脚本分类: github.com/alibaba/fastjson2,repo,,,,,,none,企业/公司项目: Alibaba,S
鲲鹏,193,grpc-java,基础库&加速库,https://github.com/grpc/grpc-java,repo,脚本分类: github.com/grpc/grpc-java,repo,,,,,,CNCF,GitHub org匹配: grpc → CNCF,S
鲲鹏,194,jemalloc,基础库&加速库,https://github.com/jemalloc/jemalloc,repo,脚本分类: github.com/jemalloc/jemalloc,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,195,ActiveMQ,基础库&加速库,https://github.com/apache/activemq,repo,脚本分类: github.com/apache/activemq,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/activemq,S
鲲鹏,196,RabbitMQ,基础库&加速库,https://github.com/rabbitmq/rabbitmq-server,repo,脚本分类: github.com/rabbitmq/rabbitmq-server,repo,,,,,,none,企业/公司项目: VMware/Broadcom,S
鲲鹏,197,Ansible,基础库&加速库,https://github.com/ansible/ansible,repo,脚本分类: github.com/ansible/ansible,repo,,,,,,none,企业/公司项目: Red Hat,S
鲲鹏,198,APR,基础库&加速库,https://github.com/apache/apr,repo,脚本分类: github.com/apache/apr,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/apr,S
鲲鹏,199,Filebeat,基础库&加速库,https://github.com/elastic/beats,repo,脚本分类: github.com/elastic/beats,repo,,,,,,none,企业/公司项目: Elastic,S
鲲鹏,200,fmt,基础库&加速库,https://github.com/fmtlib/fmt,repo,脚本分类: github.com/fmtlib/fmt,repo,,,,,,none,个人开发者项目,S
鲲鹏,201,Geos,基础库&加速库,https://github.com/libgeos/geos,repo,脚本分类: github.com/libgeos/geos,repo,,,,,,OSGeo Foundation,GEOS是OSGeo基金会项目,S
鲲鹏,202,libconfig,基础库&加速库,https://github.com/hyperrealm/libconfig,repo,脚本分类: github.com/hyperrealm/libconfig,repo,,,,,,none,个人开发者项目,S
鲲鹏,204,Netdata,基础库&加速库,https://github.com/netdata/netdata,repo,脚本分类: github.com/netdata/netdata,repo,,,,,,none,企业/公司项目: Netdata Inc,S
鲲鹏,205,psutil,基础库&加速库,https://github.com/giampaolo/psutil,repo,脚本分类: github.com/giampaolo/psutil,repo,,,,,,none,个人开发者项目,S
鲲鹏,206,RE2,基础库&加速库,https://github.com/google/re2,repo,脚本分类: github.com/google/re2,repo,,,,,,none,企业/公司项目: Google,S
鲲鹏,207,Rsyslog,基础库&加速库,https://github.com/rsyslog/rsyslog,repo,脚本分类: github.com/rsyslog/rsyslog,repo,,,,,,none,独立开源项目,A
鲲鹏,208,Shiny,基础库&加速库,https://github.com/efremidze/shiny,repo,脚本分类: github.com/efremidze/shiny,repo,,,,,,none,个人开发者项目,S
鲲鹏,209,Swagger UI,基础库&加速库,https://github.com/swagger-api/swagger-ui,repo,脚本分类: github.com/swagger-api/swagger-ui,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,210,TinyXML,基础库&加速库,https://github.com/leethomason/tinyxml2,repo,脚本分类: github.com/leethomason/tinyxml2,repo,,,,,,none,个人开发者项目,S
鲲鹏,211,Tornado,基础库&加速库,https://github.com/tornadoweb/tornado,repo,脚本分类: github.com/tornadoweb/tornado,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,212,Vue,基础库&加速库,https://github.com/vuejs/vue,repo,脚本分类: github.com/vuejs/vue,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,213,canal,基础库&加速库,https://github.com/alibaba/canal,repo,脚本分类: github.com/alibaba/canal,repo,,,,,,none,企业/公司项目: Alibaba,S
鲲鹏,214,curl,基础库&加速库,https://github.com/curl/curl,repo,脚本分类: github.com/curl/curl,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,215,Grafana,基础库&加速库,https://github.com/grafana/grafana,repo,脚本分类: github.com/grafana/grafana,repo,,,,,,none,企业/公司项目: Grafana Labs,S
鲲鹏,216,Guacamole,基础库&加速库,https://github.com/apache/guacamole-server,repo,脚本分类: github.com/apache/guacamole-server,repo,,,,,,Apache Software Foundation,基金会项目列表匹配: apache/guacamole-server,S
鲲鹏,217,log4cpp,基础库&加速库,https://github.com/orocos-toolchain/log4cpp,repo,脚本分类: github.com/orocos-toolchain/log4cpp,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,219,PaceMaker,基础库&加速库,https://github.com/clusterlabs/pacemaker,repo,脚本分类: github.com/clusterlabs/pacemaker,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,220,pigz,基础库&加速库,https://github.com/madler/pigz,repo,脚本分类: github.com/madler/pigz,repo,,,,,,none,个人开发者项目,S
鲲鹏,221,Quartz,基础库&加速库,https://github.com/quartz-scheduler/quartz,repo,脚本分类: github.com/quartz-scheduler/quartz,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,222,Sphinx,基础库&加速库,https://github.com/sphinx-doc/sphinx,repo,脚本分类: github.com/sphinx-doc/sphinx,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,223,Telegraf,基础库&加速库,https://github.com/influxdata/telegraf,repo,脚本分类: github.com/influxdata/telegraf,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,224,Tesseract,基础库&加速库,https://github.com/tesseract-ocr/tesseract,repo,脚本分类: github.com/tesseract-ocr/tesseract,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,225,ZeroMQ,基础库&加速库,https://github.com/zeromq/libzmq,repo,脚本分类: github.com/zeromq/libzmq,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,226,grpc,基础库&加速库,https://github.com/grpc/grpc,repo,脚本分类: github.com/grpc/grpc,repo,,,,,,CNCF,基金会项目列表匹配: grpc/grpc,S
鲲鹏,227,consul,基础库&加速库,https://github.com/hashicorp/consul,repo,脚本分类: github.com/hashicorp/consul,repo,,,,,,none,企业/公司项目: HashiCorp,S
鲲鹏,228,Kong,基础库&加速库,https://github.com/kong/kong,repo,脚本分类: github.com/kong/kong,repo,,,,,,none,企业/公司项目: Kong Inc,S
鲲鹏,229,PyTorch,搜广推,https://github.com/pytorch/pytorch,repo,脚本分类: github.com/pytorch/pytorch,repo,,,,,,PyTorch Foundation,基金会项目列表匹配: pytorch/pytorch,S
鲲鹏,231,PaddlePaddle,搜广推,https://github.com/PaddlePaddle/Paddle,repo,脚本分类: github.com/PaddlePaddle/Paddle,repo,,,,,,none,企业/公司项目: Baidu,S
鲲鹏,232,caffe,搜广推,https://github.com/bvlc/caffe,repo,脚本分类: github.com/bvlc/caffe,repo,,,,,,none,社区/独立项目，无基金会归属,A
鲲鹏,233,horovod,搜广推,https://github.com/horovod/horovod,repo,脚本分类: github.com/horovod/horovod,repo,,,,,,LF AI & Data,基金会项目列表匹配: horovod/horovod,S
鲲鹏,234,Fio,基础库&加速库,https://github.com/axboe/fio,repo,脚本分类: github.com/axboe/fio,repo,,,,,,none,个人开发者项目,S
鲲鹏,235,iperf,基础库&加速库,https://github.com/esnet/iperf,repo,脚本分类: github.com/esnet/iperf,repo,,,,,,none,学术/研究机构项目: DOE/ESnet,A
鲲鹏,236,Netperf,基础库&加速库,https://github.com/hewlettpackard/netperf,repo,脚本分类: github.com/hewlettpackard/netperf,repo,,,,,,none,学术/研究机构项目: HPE,A
鲲鹏,237,sysbench,基础库&加速库,https://github.com/akopytov/sysbench,repo,脚本分类: github.com/akopytov/sysbench,repo,,,,,,none,个人开发者项目,S
鲲鹏,238,UnixBench,基础库&加速库,https://github.com/kdlucas/byte-unixbench,repo,脚本分类: github.com/kdlucas/byte-unixbench,repo,,,,,,none,个人开发者项目,S
鲲鹏,239,WebBench,基础库&加速库,https://github.com/ezlippi/webbench,repo,脚本分类: github.com/ezlippi/webbench,repo,,,,,,none,个人开发者项目,S
鲲鹏,240,siege,基础库&加速库,https://github.com/joedog/siege,repo,脚本分类: github.com/joedog/siege,repo,,,,,,none,个人开发者项目,S
鲲鹏,241,Wrk,基础库&加速库,https://github.com/wg/wrk,repo,脚本分类: github.com/wg/wrk,repo,,,,,,none,个人开发者项目,S
鲲鹏,244,BWA,HPC,https://github.com/lh3/bwa,repo,脚本分类: github.com/lh3/bwa,repo,,,,,,none,个人开发者项目,S
鲲鹏,245,GATK,HPC,https://github.com/broadinstitute/gatk,repo,脚本分类: github.com/broadinstitute/gatk,repo,,,,,,none,学术/研究机构项目: Broad Institute,A
鲲鹏,246,Relion,HPC,https://github.com/3dem/relion,repo,脚本分类: github.com/3dem/relion,repo,,,,,,none,学术/研究机构项目: MRC-LMB,A
鲲鹏,247,AlphaFold2,HPC,https://github.com/google-deepmind/alphafold,repo,脚本分类: github.com/google-deepmind/alphafold,repo,,,,,,none,企业/公司项目: Google DeepMind,S
鲲鹏,248,HMMER,HPC,https://github.com/eddyrivaslab/hmmer,repo,脚本分类: github.com/eddyrivaslab/hmmer,repo,,,,,,none,学术/研究机构项目: academic (Harvard),A
鲲鹏,249,OpenHPC,HPC,https://github.com/openhpc/ohpc,repo,脚本分类: github.com/openhpc/ohpc,repo,,,,,,none,学术/研究机构项目: OpenHPC community,A
