页签,序号,项目名称,分类,上游地址,entity_type,source,expanded_from_org,stars,forks,pushed_at,score,language,description,reason
鲲鹏,209,Swagger UI,基础库&加速库,https://github.com/swagger-api/swagger-ui,repo,repo,,,,,,,,
鲲鹏,210,TinyXML,基础库&加速库,https://github.com/leethomason/tinyxml2,repo,repo,,,,,,,,
鲲鹏,211,Tornado,基础库&加速库,https://github.com/tornadoweb/tornado,repo,repo,,,,,,,,
鲲鹏,212,Vue,基础库&加速库,https://github.com/vuejs/vue,repo,repo,,,,,,,,
鲲鹏,213,canal,基础库&加速库,https://github.com/alibaba/canal,repo,repo,,,,,,,,
鲲鹏,214,curl,基础库&加速库,https://github.com/curl/curl,repo,repo,,,,,,,,
鲲鹏,215,Grafana,基础库&加速库,https://github.com/grafana/grafana,repo,repo,,,,,,,,
鲲鹏,216,Guacamole,基础库&加速库,https://github.com/apache/guacamole-server,repo,repo,,,,,,,,
鲲鹏,217,log4cpp,基础库&加速库,https://github.com/orocos-toolchain/log4cpp,repo,repo,,,,,,,,
鲲鹏,219,PaceMaker,基础库&加速库,https://github.com/ClusterLabs/pacemaker,repo,repo,,,,,,,,
鲲鹏,220,pigz,基础库&加速库,https://github.com/madler/pigz,repo,repo,,,,,,,,
鲲鹏,221,Quartz,基础库&加速库,https://github.com/quartz-scheduler/quartz,repo,repo,,,,,,,,
鲲鹏,222,Sphinx,基础库&加速库,https://github.com/sphinx-doc/sphinx,repo,repo,,,,,,,,
鲲鹏,223,Telegraf,基础库&加速库,https://github.com/influxdata/telegraf,repo,repo,,,,,,,,
鲲鹏,224,Tesseract,基础库&加速库,https://github.com/tesseract-ocr/tesseract,repo,repo,,,,,,,,
鲲鹏,225,ZeroMQ,基础库&加速库,https://github.com/zeromq/libzmq,repo,repo,,,,,,,,
鲲鹏,226,grpc,基础库&加速库,https://github.com/grpc/grpc,repo,repo,,,,,,,,
鲲鹏,227,consul,基础库&加速库,https://github.com/hashicorp/consul,repo,repo,,,,,,,,
鲲鹏,228,Kong,基础库&加速库,https://github.com/Kong/kong,repo,repo,,,,,,,,
鲲鹏,229,PyTorch,搜广推,https://github.com/pytorch/pytorch,repo,repo,,,,,,,,
鲲鹏,231,PaddlePaddle,搜广推,https://github.com/PaddlePaddle/Paddle,repo,repo,,,,,,,,
鲲鹏,232,caffe,搜广推,https://github.com/BVLC/caffe,repo,repo,,,,,,,,
鲲鹏,233,horovod,搜广推,https://github.com/horovod/horovod,repo,repo,,,,,,,,
鲲鹏,234,Fio,基础库&加速库,https://github.com/axboe/fio,repo,repo,,,,,,,,
鲲鹏,235,iperf,基础库&加速库,https://github.com/esnet/iperf,repo,repo,,,,,,,,
鲲鹏,236,Netperf,基础库&加速库,https://github.com/HewlettPackard/netperf,repo,repo,,,,,,,,
鲲鹏,237,sysbench,基础库&加速库,https://github.com/akopytov/sysbench,repo,repo,,,,,,,,
鲲鹏,238,UnixBench,基础库&加速库,https://github.com/kdlucas/byte-unixbench,repo,repo,,,,,,,,
鲲鹏,239,WebBench,基础库&加速库,https://github.com/EZLippi/WebBench,repo,repo,,,,,,,,
鲲鹏,240,siege,基础库&加速库,https://github.com/JoeDog/siege,repo,repo,,,,,,,,
鲲鹏,241,Wrk,基础库&加速库,https://github.com/wg/wrk,repo,repo,,,,,,,,
鲲鹏,244,BWA,HPC,https://github.com/lh3/bwa,repo,repo,,,,,,,,
鲲鹏,245,GATK,HPC,https://github.com/broadinstitute/gatk,repo,repo,,,,,,,,
鲲鹏,246,Relion,HPC,https://github.com/3dem/relion,repo,repo,,,,,,,,
鲲鹏,247,AlphaFold2,HPC,https://github.com/google-deepmind/alphafold,repo,repo,,,,,,,,
鲲鹏,248,HMMER,HPC,https://github.com/EddyRivasLab/hmmer,repo,repo,,,,,,,,
鲲鹏,249,OpenHPC,HPC,https://github.com/openhpc/ohpc,repo,repo,,,,,,,,
鲲鹏,250,Lammps,HPC,https://github.com/lammps/lammps,repo,repo,,,,,,,,
鲲鹏,252,CP2K,HPC,https://github.com/cp2k/cp2k,repo,repo,,,,,,,,
鲲鹏,253,QuantumEspresso,HPC,https://gitlab.com/QEF/q-e,repo,repo,,,,,,,,
鲲鹏,254,GROMACS,HPC,https://gitlab.com/gromacs/gromacs,repo,repo,,,,,,,,
鲲鹏,255,Nwchem,HPC,https://github.com/nwchemgit/nwchem,repo,repo,,,,,,,,
鲲鹏,257,WRF,HPC,https://github.com/wrf-model/WRF,repo,repo,,,,,,,,
鲲鹏,258,CESM,HPC,https://github.com/ESCOMP/CESM,repo,repo,,,,,,,,
鲲鹏,259,NEMO,HPC,https://github.com/linuxmint/nemo,repo,repo,,,,,,,,
鲲鹏,260,WAVEWATCH III,HPC,https://github.com/csdms/bmi-wavewatch3,repo,repo,,,,,,,,
鲲鹏,261,LASTZ,HPC,https://github.com/lastz/lastz,repo,repo,,,,,,,,
鲲鹏,263,eman2,HPC,https://github.com/cryoem/eman2,repo,repo,,,,,,,,
鲲鹏,265,FSL,HPC,https://git.fmrib.ox.ac.uk/fsl/fslpy,repo,repo,,,,,,,,
鲲鹏,267,SimpleITK,HPC,https://github.com/SimpleITK/SimpleITK,repo,repo,,,,,,,,
鲲鹏,268,3DSlicer,HPC,https://github.com/Slicer/Slicer,repo,repo,,,,,,,,
鲲鹏,269,bismark,HPC,https://github.com/FelixKrueger/Bismark,repo,repo,,,,,,,,
鲲鹏,270,Primer3,HPC,https://github.com/primer3-org/primer3,repo,repo,,,,,,,,
鲲鹏,271,featureCounts,HPC,https://subread.sourceforge.net/,repo,repo,,,,,,,,
鲲鹏,272,nanopack,HPC,https://github.com/wdecoster/nanopack,repo,repo,,,,,,,,
鲲鹏,273,GRAPHMAP,HPC,https://github.com/lbcb-sci/graphmap2,repo,repo,,,,,,,,
鲲鹏,274,GRIDSS,HPC,https://github.com/PapenfussLab/gridss,repo,repo,,,,,,,,
鲲鹏,275,Lumpy,HPC,https://github.com/arq5x/lumpy-sv,repo,repo,,,,,,,,
鲲鹏,276,Manta,HPC,https://github.com/hql287/Manta,repo,repo,,,,,,,,
鲲鹏,277,RepeatModeler,HPC,https://github.com/Dfam-consortium/RepeatModeler,repo,repo,,,,,,,,
鲲鹏,278,rMATs,HPC,https://github.com/Xinglab/rmats-turbo,repo,repo,,,,,,,,
鲲鹏,279,trf,HPC,https://github.com/Benson-Genomics-Lab/TRF,repo,repo,,,,,,,,
鲲鹏,280,deeptools,HPC,https://github.com/deeptools/deepTools,repo,repo,,,,,,,,
鲲鹏,281,pilon,HPC,https://github.com/broadinstitute/pilon,repo,repo,,,,,,,,
鲲鹏,282,FigTRee,HPC,https://github.com/rambaut/figtree,repo,repo,,,,,,,,
鲲鹏,283,3d-dna,HPC,https://github.com/aidenlab/3d-dna,repo,repo,,,,,,,,
鲲鹏,284,ALLHiC,HPC,https://github.com/tanghaibao/allhic,repo,repo,,,,,,,,
鲲鹏,285,bamtools,HPC,https://github.com/pezmaster31/bamtools,repo,repo,,,,,,,,
鲲鹏,286,BUSCO,HPC,https://gitlab.com/ezlab/busco,repo,repo,,,,,,,,
鲲鹏,287,flye,HPC,https://github.com/mikolmogorov/Flye,repo,repo,,,,,,,,
鲲鹏,288,Muscle,HPC,https://github.com/rcedgar/muscle,repo,repo,,,,,,,,
鲲鹏,289,EIGENSOFT,HPC,https://github.com/DReichLab/EIG,repo,repo,,,,,,,,
鲲鹏,290,trimmomatic,HPC,https://github.com/usadellab/Trimmomatic,repo,repo,,,,,,,,
鲲鹏,291,Falcon,HPC,https://github.com/falconry/falcon,repo,repo,,,,,,,,
鲲鹏,292,AutoDock vina,HPC,https://github.com/ccsb-scripps/AutoDock-Vina,repo,repo,,,,,,,,
鲲鹏,293,Tinker,HPC,https://github.com/TinkerTools/tinker,repo,repo,,,,,,,,
鲲鹏,295,sambamba,HPC,https://github.com/biod/sambamba,repo,repo,,,,,,,,
鲲鹏,296,Cutadapt,HPC,https://github.com/marcelm/cutadapt,repo,repo,,,,,,,,
鲲鹏,297,hyphy,HPC,https://github.com/veg/hyphy,repo,repo,,,,,,,,
鲲鹏,298,minimap2,HPC,https://github.com/lh3/minimap2,repo,repo,,,,,,,,
鲲鹏,299,mummer,HPC,https://github.com/mummer4/mummer,repo,repo,,,,,,,,
鲲鹏,300,salmon,HPC,https://github.com/COMBINE-lab/salmon,repo,repo,,,,,,,,
鲲鹏,301,SoftSV,HPC,https://sourceforge.net/projects/softsv/,repo,repo,,,,,,,,
鲲鹏,302,smcpp,HPC,https://github.com/popgenmethods/smcpp,repo,repo,,,,,,,,
鲲鹏,303,glean,HPC,https://sourceforge.net/projects/glean-gene/,repo,repo,,,,,,,,
鲲鹏,304,trimal,HPC,https://github.com/inab/trimal,repo,repo,,,,,,,,
鲲鹏,305,mrbayes,HPC,https://github.com/NBISweden/MrBayes,repo,repo,,,,,,,,
鲲鹏,306,VaPoR,HPC,https://github.com/connor-lab/vapor,repo,repo,,,,,,,,
鲲鹏,307,fastx_toolkit,HPC,https://github.com/agordon/fastx_toolkit,repo,repo,,,,,,,,
鲲鹏,308,seqwish,HPC,https://github.com/pangenome/seqwish,repo,repo,,,,,,,,
鲲鹏,309,seqkit,HPC,https://github.com/shenwei356/seqkit,repo,repo,,,,,,,,
鲲鹏,310,MCscanX,HPC,https://github.com/wyp1125/MCScanX,repo,repo,,,,,,,,
鲲鹏,311,bioawk,HPC,https://github.com/lh3/bioawk,repo,repo,,,,,,,,
鲲鹏,312,Mrtrix,HPC,https://github.com/MRtrix3/mrtrix3,repo,repo,,,,,,,,
鲲鹏,313,psmc,HPC,https://github.com/lh3/psmc,repo,repo,,,,,,,,
鲲鹏,314,metaeuk,HPC,https://github.com/soedinglab/metaeuk,repo,repo,,,,,,,,
鲲鹏,315,gnuplot,HPC,https://sourceforge.net/p/gnuplot/gnuplot-main/ci/master/tree/,repo,repo,,,,,,,,
鲲鹏,316,MNE-python,HPC,https://github.com/mne-tools/mne-python,repo,repo,,,,,,,,
鲲鹏,317,centrifuge,HPC,https://github.com/DaehwanKimLab/centrifuge,repo,repo,,,,,,,,
鲲鹏,318,ClipKIT,HPC,https://github.com/JLSteenwyk/ClipKIT,repo,repo,,,,,,,,
鲲鹏,319,idba,HPC,https://github.com/loneknightpy/idba,repo,repo,,,,,,,,
鲲鹏,320,samblaster,HPC,https://github.com/GregoryFaust/samblaster,repo,repo,,,,,,,,
鲲鹏,321,SVseq2,HPC,https://sourceforge.net/projects/svseq2/files/svseq2_2/,repo,repo,,,,,,,,
鲲鹏,322,BayesTyper,HPC,https://github.com/bioinformatics-centre/BayesTyper,repo,repo,,,,,,,,
鲲鹏,323,Graphtyper2,HPC,https://github.com/DecodeGenetics/graphtyper,repo,repo,,,,,,,,
鲲鹏,324,TensorRT,HPC,https://github.com/NVIDIA/TensorRT,repo,repo,,,,,,,,
鲲鹏,325,jvarkit,HPC,https://github.com/lindenb/jvarkit,repo,repo,,,,,,,,
鲲鹏,327,RepeatScout,HPC,https://github.com/Dfam-consortium/RepeatScout,repo,repo,,,,,,,,
鲲鹏,328,MOPAC,HPC,https://github.com/openmopac/mopac,repo,repo,,,,,,,,
鲲鹏,330,Cubep3m,HPC,https://github.com/jharno/cubep3m,repo,repo,,,,,,,,
鲲鹏,331,SWAN,HPC,https://swanmodel.sourceforge.io/,repo,repo,,,,,,,,
鲲鹏,332,dnacopy,HPC,https://bioconductor.org/packages/3.20/bioc/html/DNAcopy.html,repo,repo,,,,,,,,
鲲鹏,333,metapod,HPC,https://bioconductor.org/packages/3.20/bioc/html/metapod.html,repo,repo,,,,,,,,
鲲鹏,334,geneselectmmd,HPC,https://bioconductor.org/packages/3.20/bioc/html/GeneSelectMMD.html,repo,repo,,,,,,,,
鲲鹏,335,maigespack,HPC,https://bioconductor.org/packages/3.17/bioc/html/maigesPack.html,repo,repo,,,,,,,,
鲲鹏,336,fastseg,HPC,https://bioconductor.org/packages/3.20/bioc/html/fastseg.html,repo,repo,,,,,,,,
鲲鹏,337,batchelor,HPC,https://bioconductor.org/packages/3.20/bioc/html/batchelor.html,repo,repo,,,,,,,,
鲲鹏,338,methylkit,HPC,https://bioconductor.org/packages/3.20/bioc/html/methylKit.html,repo,repo,,,,,,,,
鲲鹏,339,monocle,HPC,https://bioconductor.org/packages/3.20/bioc/html/monocle.html,repo,repo,,,,,,,,
鲲鹏,340,biovizbase,HPC,https://bioconductor.org/packages/3.20/bioc/html/biovizBase.html,repo,repo,,,,,,,,
鲲鹏,341,genomation,HPC,https://bioconductor.org/packages/3.20/bioc/html/genomation.html,repo,repo,,,,,,,,
鲲鹏,342,kebabs,HPC,https://bioconductor.org/packages/3.20/bioc/html/kebabs.html,repo,repo,,,,,,,,
鲲鹏,343,Doris,大数据,https://github.com/apache/doris,repo,repo,,,,,,,,
鲲鹏,344,Cubefs,分布式存储,https://github.com/cubefs/cubefs,repo,repo,,,,,,,,
鲲鹏,345,fuse,分布式存储,"fuse-go修改部分:https://github.com/cubefs/cubefs/
fuse内核优化部分：https://github.com/torvalds/linux",repo,repo,,,,,,,,
鲲鹏,346,Milvus,数据库,https://github.com/milvus-io/milvus,repo,repo,,,,,,,,
鲲鹏,347,OceanBase,数据库,https://github.com/oceanbase/oceanbase,repo,repo,,,,,,,,
鲲鹏,348,O3DE,虚拟化,https://github.com/o3de/o3de,repo,repo,,,,,,,,
鲲鹏,349,Strongswan,虚拟化,https://github.com/strongswan/strongswan,repo,repo,,,,,,,,
鲲鹏,350,rdma-core,虚拟化,https://github.com/linux-rdma/rdma-core,repo,repo,,,,,,,,
鲲鹏,351,DELFT3D,HPC,https://svn.oss.deltares.nl/repos/delft3d,repo,repo,,,,,,,,
鲲鹏,352,NAMD,HPC,https://github.com/nbcrrolls/namd,repo,repo,,,,,,,,
鲲鹏,353,Gluten(京东/美团),大数据,https://github.com/apache/gluten,repo,repo,,,,,,,,
鲲鹏,354,Iceberg(字节/京东),大数据,https://github.com/apache/iceberg,repo,repo,,,,,,,,
鲲鹏,355,Ambari(中移),大数据,https://github.com/apache/ambari,repo,repo,,,,,,,,
鲲鹏,356,starrocks(腾讯),大数据,https://github.com/StarRocks/starrocks,repo,repo,,,,,,,,
鲲鹏,357,hudi(字节/京东),大数据,https://github.com/apache/hudi,repo,repo,,,,,,,,
鲲鹏,358,ORC(京东),大数据,https://github.com/apache/orc,repo,repo,,,,,,,,
鲲鹏,359,Bolt(字节),大数据,https://github.com/bytedance/bolt,repo,repo,,,,,,,,
鲲鹏,360,daft（字节）,大数据,https://github.com/Eventual-Inc/Daft,repo,repo,,,,,,,,
鲲鹏,361,data-juicer（腾讯）,大数据,https://github.com/datajuicer/data-juicer,repo,repo,,,,,,,,
鲲鹏,362,pandas（携程）,大数据,https://github.com/pandas-dev/pandas,repo,repo,,,,,,,,
鲲鹏,363,Celeborn（阿里）,大数据,https://github.com/apache/celeborn,repo,repo,,,,,,,,
鲲鹏,364,Lance（字节）,大数据,https://github.com/lancedb/lancedb,repo,repo,,,,,,,,
鲲鹏,366,auron（快手）,大数据,https://github.com/apache/auron,repo,repo,,,,,,,,
鲲鹏,367,3FS(Xsky),分布式存储,https://github.com/deepseek-ai/3FS,repo,repo,,,,,,,,
鲲鹏,368,reedsolomon(深信服),分布式存储,https://github.com/klauspost/reedsolomon,repo,repo,,,,,,,,
鲲鹏,369,JuiceFS(电信),分布式存储,https://github.com/juicedata/juicefs,repo,repo,,,,,,,,
鲲鹏,371,Percona(字节),数据库,https://github.com/percona/percona-server,repo,repo,,,,,,,,
鲲鹏,375,DeathStarBench(字节/腾讯),虚拟化,https://github.com/delimitrou/DeathStarBench,repo,repo,,,,,,,,
鲲鹏,376,fluid(字节),虚拟化,https://github.com/fluid-cloudnative/fluid,repo,repo,,,,,,,,
鲲鹏,377,kubeflow(字节),虚拟化,https://github.com/kubeflow/kubeflow,repo,repo,,,,,,,,
鲲鹏,378,kuberay(字节),虚拟化,https://github.com/ray-project/kuberay,repo,repo,,,,,,,,
鲲鹏,379,sriov-network-operato(快手/字节),虚拟化,https://github.com/k8snetworkplumbingwg/sriov-network-operator,repo,repo,,,,,,,,
鲲鹏,380,E2B(字节),虚拟化,https://github.com/e2b-dev/E2B,repo,repo,,,,,,,,
鲲鹏,381,kata-containers(京东/腾讯),虚拟化,https://github.com/kata-containers/kata-containers,repo,repo,,,,,,,,
鲲鹏,382,libavif(京东),ARM原生,https://github.com/AOMediaCodec/libavif,repo,repo,,,,,,,,
鲲鹏,383,libwebp(京东),ARM原生,https://chromium.googlesource.com/webm/libwebp,repo,repo,,,,,,,,
鲲鹏,386,vvenc(字节),ARM原生,https://github.com/fraunhoferhhi/vvenc,repo,repo,,,,,,,,
鲲鹏,387,tensorflow-serving(BOSS),搜广推,https://github.com/tensorflow/serving,repo,repo,,,,,,,,
鲲鹏,388,onednn(京东),搜广推,https://github.com/uxlfoundation/oneDNN,repo,repo,,,,,,,,
鲲鹏,389,Faiss(美团),搜广推,https://github.com/facebookresearch/faiss,repo,repo,,,,,,,,
鲲鹏,390,hnswlib(美团),搜广推,https://github.com/nmslib/hnswlib,repo,repo,,,,,,,,
鲲鹏,392,ScaNN(美团),搜广推,https://github.com/google-research/google-research/tree/master/scann,repo,repo,,,,,,,,
鲲鹏,393,newpfordelta(美团),搜广推,https://github.com/newpfordelta/newpfordelta,repo,repo,,,,,,,,
鲲鹏,394,RabitQ(字节),搜广推,https://github.com/gaoj0017/RaBitQ,repo,repo,,,,,,,,
鲲鹏,395,DiskANN(字节),搜广推,https://github.com/microsoft/DiskANN,repo,repo,,,,,,,,
鲲鹏,396,monolith(字节),搜广推,https://github.com/bytedance/monolith,repo,repo,,,,,,,,
鲲鹏,397,Eigen(京东),搜广推,https://gitlab.com/libeigen/eigen,repo,repo,,,,,,,,
鲲鹏,398,TVM(CBG),搜广推,https://github.com/apache/tvm,repo,repo,,,,,,,,
鲲鹏,400,vLLM(蚂蚁/腾讯),搜广推,https://github.com/vllm-project/vllm,repo,repo,,,,,,,,
鲲鹏,402,LangGraph(移动),搜广推,https://github.com/langchain-ai/langgraph,repo,repo,,,,,,,,
鲲鹏,404,TensorRT-LLM（京东）,搜广推,https://github.com/NVIDIA/TensorRT-LLM,repo,repo,,,,,,,,
鲲鹏,406,folly(字节),基础库&加速库,https://github.com/facebook/folly,repo,repo,,,,,,,,
鲲鹏,407,sonic-cpp(互联网),基础库&加速库,https://github.com/bytedance/sonic-cpp,repo,repo,,,,,,,,
鲲鹏,408,Tongsuo(蚂蚁),基础库&加速库,https://github.com/Tongsuo-Project/Tongsuo,repo,repo,,,,,,,,
鲲鹏,409,rapidjson(字节/腾讯),基础库&加速库,https://github.com/Tencent/rapidjson,repo,repo,,,,,,,,
鲲鹏,410,simdjson(美团),基础库&加速库,https://github.com/simdjson/simdjson,repo,repo,,,,,,,,
鲲鹏,411,openssl(美团),基础库&加速库,https://github.com/openssl/openssl,repo,repo,,,,,,,,
鲲鹏,412,fbthrift(字节),基础库&加速库,https://github.com/facebook/fbthrift,repo,repo,,,,,,,,
鲲鹏,413,brpc(美团),基础库&加速库,https://github.com/apache/brpc,repo,repo,,,,,,,,
鲲鹏,414,taskflow(字节),基础库&加速库,https://github.com/taskflow/taskflow,repo,repo,,,,,,,,
鲲鹏,415,simde（美团）,基础库&加速库,https://github.com/simd-everywhere/simde,repo,repo,,,,,,,,
鲲鹏,416,rust（字节/腾讯）,基础库&加速库,https://github.com/rust-lang/rust,repo,repo,,,,,,,,
鲲鹏,417,specfem3d,HPC,https://github.com/SPECFEM/specfem3d,repo,repo,,,,,,,,
鲲鹏,418,DeePMD-kit,HPC,https://github.com/deepmodeling/deepmd-kit,repo,repo,,,,,,,,
鲲鹏,419,RHMC,HPC,https://github.com/LatticeQCD/SIMULATeQCD,repo,repo,,,,,,,,
鲲鹏,420,deepseek,HPC,https://github.com/deepseek-ai/DeepSeek-LLM,repo,repo,,,,,,,,
鲲鹏,421,Rfdiffusion,HPC,https://github.com/RosettaCommons/RFdiffusion,repo,repo,,,,,,,,
鲲鹏,422,specfem3d_globe,HPC,https://github.com/SPECFEM/specfem3d_globe,repo,repo,,,,,,,,
鲲鹏,423,Quantum Package,HPC,https://github.com/QuantumPackage/qp2,repo,repo,,,,,,,,
鲲鹏,424,Abinit,HPC,https://github.com/abinit/abinit,repo,repo,,,,,,,,
鲲鹏,425,CPMD,HPC,https://github.com/CPMD-code/CPMD,repo,repo,,,,,,,,
鲲鹏,426,PSI,HPC,https://github.com/psi4/psi4,repo,repo,,,,,,,,
鲲鹏,427,pwdft,HPC,https://github.com/ebylaska/PWDFT,repo,repo,,,,,,,,
鲲鹏,428,ESPResSOmd,HPC,https://github.com/espressomd/espresso,repo,repo,,,,,,,,
鲲鹏,429,DL_POLY,HPC,https://github.com/ccp5UK/dl-poly,repo,repo,,,,,,,,
鲲鹏,430,miniGhost,HPC,https://github.com/Mantevo/miniGhost,repo,repo,,,,,,,,
鲲鹏,431,Hefei-NAMD,HPC,https://github.com/QijingZheng/Hefei-NAMD,repo,repo,,,,,,,,
鲲鹏,432,siesta,HPC,https://gitlab.com/siesta-project/siesta,repo,repo,,,,,,,,
鲲鹏,433,ProteinMPNN,HPC,https://github.com/dauparas/ProteinMPNN,repo,repo,,,,,,,,
鲲鹏,434,Moose Framework,HPC,https://github.com/idaholab/moose,repo,repo,,,,,,,,
鲲鹏,435,QMCPACK,HPC,https://github.com/QMCPACK/qmcpack,repo,repo,,,,,,,,
鲲鹏,436,Geant4,HPC,https://gitlab.cern.ch/geant4/geant4,repo,repo,,,,,,,,
鲲鹏,437,Chroma,HPC,https://github.com/JeffersonLab/chroma,repo,repo,,,,,,,,
鲲鹏,438,MILC,HPC,https://github.com/milc-qcd/milc_qcd,repo,repo,,,,,,,,
鲲鹏,439,CPS,HPC,https://github.com/RBC-UKQCD/CPS_public,repo,repo,,,,,,,,
鲲鹏,440,MEEP,HPC,https://github.com/NanoComp/meep,repo,repo,,,,,,,,
鲲鹏,441,Elmer,HPC,https://github.com/ElmerCSC/elmerfem,repo,repo,,,,,,,,
鲲鹏,442,Code-Aster,HPC,https://github.com/ralic/Code_Aster,repo,repo,,,,,,,,
鲲鹏,443,Deal.II,HPC,https://github.com/dealii/dealii,repo,repo,,,,,,,,
鲲鹏,444,FDS,HPC,https://github.com/firemodels/fds,repo,repo,,,,,,,,
鲲鹏,445,SU2,HPC,https://github.com/su2code/SU2,repo,repo,,,,,,,,
鲲鹏,446,Code-Saturne,HPC,https://github.com/code-saturne/code_saturne,repo,repo,,,,,,,,
鲲鹏,447,PALABOS,HPC,https://gitlab.com/unigespc/palabos,repo,repo,,,,,,,,
鲲鹏,448,CMAQ,HPC,https://github.com/USEPA/CMAQ,repo,repo,,,,,,,,
鲲鹏,449,WPS,HPC,https://github.com/wrf-model/WPS,repo,repo,,,,,,,,
鲲鹏,450,WAVEWATCH,HPC,https://github.com/NOAA-EMC/WW3,repo,repo,,,,,,,,
鲲鹏,451,ROMS,HPC,https://github.com/myroms/roms,repo,repo,,,,,,,,
鲲鹏,452,HYCOM,HPC,https://github.com/HYCOM/HYCOM-src,repo,repo,,,,,,,,
鲲鹏,453,Augustus,HPC,https://github.com/Gaius-Augustus/Augustus,repo,repo,,,,,,,,
鲲鹏,454,Chaste,HPC,https://github.com/Chaste/Chaste,repo,repo,,,,,,,,
鲲鹏,455,CNVnator,HPC,https://github.com/abyzovlab/CNVnator,repo,repo,,,,,,,,
鲲鹏,456,SeisSol,HPC,https://github.com/SeisSol/SeisSol,repo,repo,,,,,,,,
鲲鹏,457,GEMMA,HPC,https://github.com/genetics-statistics/GEMMA,repo,repo,,,,,,,,
鲲鹏,458,kallisto,HPC,https://github.com/pachterlab/kallisto,repo,repo,,,,,,,,
鲲鹏,459,ROOT,HPC,https://github.com/root-project/root,repo,repo,,,,,,,,
鲲鹏,460,MPB,HPC,https://github.com/NanoComp/mpb,repo,repo,,,,,,,,
鲲鹏,461,Foldseek,HPC,https://github.com/steineggerlab/foldseek,repo,repo,,,,,,,,
鲲鹏,462,phonopy,HPC,https://github.com/phonopy/phonopy,repo,repo,,,,,,,,
鲲鹏,463,megahit,HPC,https://github.com/voutcn/megahit,repo,repo,,,,,,,,
鲲鹏,464,bcftools,HPC,https://github.com/samtools/bcftools,repo,repo,,,,,,,,
鲲鹏,465,openbabel,HPC,https://github.com/openbabel/openbabel,repo,repo,,,,,,,,
鲲鹏,466,Abyss,HPC,https://github.com/BirolLab/abyss,repo,repo,,,,,,,,
鲲鹏,467,FVCOM,HPC,https://github.com/FVCOM-GitHub/FVCOM,repo,repo,,,,,,,,
鲲鹏,468,Velvet,HPC,https://github.com/dzerbino/velvet,repo,repo,,,,,,,,
鲲鹏,469,Tophat2,HPC,https://github.com/DaehwanKimLab/tophat,repo,repo,,,,,,,,
鲲鹏,470,NOVOPlasty,HPC,https://github.com/ndierckx/NOVOPlasty,repo,repo,,,,,,,,
鲲鹏,471,PyRosetta,HPC,https://github.com/RosettaCommons/rosetta,repo,repo,,,,,,,,
鲲鹏,472,scanpy,HPC,https://github.com/scverse/scanpy,repo,repo,,,,,,,,
鲲鹏,473,Seurat,HPC,https://github.com/satijalab/seurat,repo,repo,,,,,,,,
鲲鹏,474,diamond,HPC,https://github.com/bbuchfink/diamond,repo,repo,,,,,,,,
鲲鹏,475,prodigal,HPC,https://github.com/hyattpd/Prodigal,repo,repo,,,,,,,,
鲲鹏,476,COPASI,HPC,https://github.com/copasi/COPASI,repo,repo,,,,,,,,
鲲鹏,477,OpenMolcas,HPC,https://gitlab.com/Molcas/OpenMolcas,repo,repo,,,,,,,,
鲲鹏,478,Cactus,HPC,https://github.com/ComparativeGenomicsToolkit/cactus,repo,repo,,,,,,,,
鲲鹏,479,Samtools,HPC,https://github.com/samtools/samtools,repo,repo,,,,,,,,
鲲鹏,480,wtdbg2,HPC,https://github.com/ruanjue/wtdbg2,repo,repo,,,,,,,,
鲲鹏,481,wannier tools,HPC,https://github.com/quanshengwu/wannier_tools,repo,repo,,,,,,,,
鲲鹏,482,Bowtie2,HPC,https://github.com/BenLangmead/bowtie2,repo,repo,,,,,,,,
鲲鹏,483,MACS3,HPC,https://github.com/macs3-project/MACS,repo,repo,,,,,,,,
鲲鹏,484,HISAT2,HPC,https://github.com/DaehwanKimLab/hisat2,repo,repo,,,,,,,,
鲲鹏,485,Canu,HPC,https://github.com/marbl/canu,repo,repo,,,,,,,,
鲲鹏,486,interproscan,HPC,https://github.com/ebi-pf-team/interproscan,repo,repo,,,,,,,,
鲲鹏,487,RSEM,HPC,https://github.com/deweylab/RSEM,repo,repo,,,,,,,,
鲲鹏,488,jellyfish,HPC,https://github.com/gmarcais/Jellyfish,repo,repo,,,,,,,,
鲲鹏,489,STAR,HPC,https://github.com/alexdobin/STAR,repo,repo,,,,,,,,
鲲鹏,490,fastp,HPC,https://github.com/OpenGene/fastp,repo,repo,,,,,,,,
鲲鹏,491,WGCNA,HPC,https://github.com/smorabit/hdWGCNA,repo,repo,,,,,,,,
鲲鹏,492,vaspkit,HPC,https://github.com/vaspkit/vaspkit.github.io,repo,repo,,,,,,,,
鲲鹏,493,Trinity,HPC,https://github.com/trinityrnaseq/trinityrnaseq,repo,repo,,,,,,,,
鲲鹏,494,FASTA,HPC,https://github.com/xapple/fasta,repo,repo,,,,,,,,
鲲鹏,495,FastTree,HPC,https://github.com/morgannprice/fasttree,repo,repo,,,,,,,,
鲲鹏,496,kraken2,HPC,https://github.com/DerrickWood/kraken2,repo,repo,,,,,,,,
鲲鹏,497,Blat,HPC,https://github.com/icebert/pblat-cluster,repo,repo,,,,,,,,
鲲鹏,499,cd-hit,HPC,https://github.com/weizhongli/cdhit,repo,repo,,,,,,,,
