org_name,owner,platform,org_url,repo_count,unique_repo_count,repos,source,confidence,reason,description,blog,location
openvswitch,openvswitch,github.com,https://github.com/openvswitch,1,1,Open vSwitch,url+github_api,,Resolved from URL host github.com/openvswitch; GitHub API type=Organization,,,
qemu-project,qemu-project,gitlab.com,https://gitlab.com/qemu-project,1,1,QEMU,url,,Resolved from URL host gitlab.com/qemu-project,,,
oVirt,oVirt,github.com,https://github.com/oVirt,1,1,Ovirt,url+github_api,,Resolved from URL host github.com/oVirt; GitHub API type=Organization,Open Virtual Datacenter,https://ovirt.org,worldwide
Project Calico,projectcalico,github.com,https://github.com/projectcalico,1,1,Calico,url+github_api,,Resolved from URL host github.com/projectcalico; GitHub API type=Organization,"Highly scalable networking, security, and observability for Kubernetes and more!",http://www.projectcalico.org/,
flannel-io,flannel-io,github.com,https://github.com/flannel-io,1,1,Flannel,url+github_api,,Resolved from URL host github.com/flannel-io; GitHub API type=Organization,,,
CoreDNS,coredns,github.com,https://github.com/coredns,1,1,CoreDNS,url+github_api,,Resolved from URL host github.com/coredns; GitHub API type=Organization,Cloud Native DNS,https://coredns.io/,
containerd,containerd,github.com,https://github.com/containerd,1,1,Containerd,url+github_api,,Resolved from URL host github.com/containerd; GitHub API type=Organization,,containerd.io,
Prometheus,prometheus,github.com,https://github.com/prometheus,1,1,Prometheus,url+github_api,,Resolved from URL host github.com/prometheus; GitHub API type=Organization,,https://prometheus.io,
Istio,istio,github.com,https://github.com/istio,1,1,lstio,url+github_api,,Resolved from URL host github.com/istio; GitHub API type=Organization,"Connect, secure, control, and observe services.",https://istio.io,
Envoy Proxy - CNCF,envoyproxy,github.com,https://github.com/envoyproxy,1,1,Envoy,url+github_api,,Resolved from URL host github.com/envoyproxy; GitHub API type=Organization,Envoy Proxy - CNCF,https://www.envoyproxy.io/,
Harbor,goharbor,github.com,https://github.com/goharbor,1,1,harbor,url+github_api,,Resolved from URL host github.com/goharbor; GitHub API type=Organization,"An open source registry that secures artifacts with policies and RBAC, ensures images are scanned and free from vulnerabilities, and signs images as trusted.",https://goharbor.io,
Varnish Cache,varnishcache,github.com,https://github.com/varnishcache,1,1,Varnish,url+github_api,,Resolved from URL host github.com/varnishcache; GitHub API type=Organization,,https://www.varnish-cache.org/,
WildFly,wildfly,github.com,https://github.com/wildfly,1,1,JBOSS,url+github_api,,Resolved from URL host github.com/wildfly; GitHub API type=Organization,Producers of the WildFly Application Server,http://wildfly.org,
HAProxy,haproxy,github.com,https://github.com/haproxy,1,1,HAProxy,url+github_api,,Resolved from URL host github.com/haproxy; GitHub API type=Organization,The HAProxy Community,http://haproxy.org/,
memcached community,memcached,github.com,https://github.com/memcached,1,1,Memcached,url+github_api,,Resolved from URL host github.com/memcached; GitHub API type=Organization,,http://memcached.org/,
nginx,nginx,github.com,https://github.com/nginx,1,1,Nginx,url+github_api,,Resolved from URL host github.com/nginx; GitHub API type=Organization,Home of NGINX and related open source projects,https://nginx.org/,
.NET Platform,dotnet,github.com,https://github.com/dotnet,1,1,.NET Core,url+github_api,,Resolved from URL host github.com/dotnet; GitHub API type=Organization,Home of the open source .NET platform,https://dot.net,
Eclipse Jetty,jetty,github.com,https://github.com/jetty,1,1,Jetty,url+github_api,,Resolved from URL host github.com/jetty; GitHub API type=Organization,The Eclipse Jetty Project,https://jetty.org,
Squid,squid-cache,github.com,https://github.com/squid-cache,1,1,Squid,url+github_api,,Resolved from URL host github.com/squid-cache; GitHub API type=Organization,"Squid Web Cache, a flexible HTTP, HTTPS, FTP (and other) proxy",http://www.squid-cache.org/,Virtual
Eclipse EE4J,eclipse-ee4j,github.com,https://github.com/eclipse-ee4j,1,1,Glassfish,url+github_api,,Resolved from URL host github.com/eclipse-ee4j; GitHub API type=Organization,The Eclipse EE4J Project,https://projects.eclipse.org/projects/ee4j,
Node.js,nodejs,github.com,https://github.com/nodejs,1,1,Node.js,url+github_api,,Resolved from URL host github.com/nodejs; GitHub API type=Organization,,https://nodejs.org,
Django,django,github.com,https://github.com/django,1,1,Django,url+github_api,,Resolved from URL host github.com/django; GitHub API type=Organization,,https://www.djangoproject.com/,Internet
FastCGI-Archives,FastCGI-Archives,github.com,https://github.com/FastCGI-Archives,1,1,fcgi,url+github_api,,Resolved from URL host github.com/FastCGI-Archives; GitHub API type=Organization,FastCGI.com Github Archives,https://fastcgi-archives.github.io/,
Nagios Enterprises,NagiosEnterprises,github.com,https://github.com/NagiosEnterprises,1,1,Nagios,url+github_api,,Resolved from URL host github.com/NagiosEnterprises; GitHub API type=Organization,,https://www.nagios.com,
MySQL,mysql,github.com,https://github.com/mysql,1,1,MySQL,url+github_api,,Resolved from URL host github.com/mysql; GitHub API type=Organization,Oracle Corporation,http://dev.mysql.com/,
MariaDB,MariaDB,github.com,https://github.com/MariaDB,1,1,MariaDB,url+github_api,,Resolved from URL host github.com/MariaDB; GitHub API type=Organization,The open source relational database,https://mariadb.org/,
mongodb,mongodb,github.com,https://github.com/mongodb,1,1,MongoDB,url+github_api,,Resolved from URL host github.com/mongodb; GitHub API type=Organization,,http://www.mongodb.com/,United States of America
PingCAP,pingcap,github.com,https://github.com/pingcap,1,1,TiDB,url+github_api,,Resolved from URL host github.com/pingcap; GitHub API type=Organization,"The team behind TiDB TiKV, an open source MySQL compatible HTAP database",https://pingcap.com,
etcd-io,etcd-io,github.com,https://github.com/etcd-io,1,1,etcd,url+github_api,,Resolved from URL host github.com/etcd-io; GitHub API type=Organization,etcd Development and Communities,https://etcd.io,The Cloud
OrientDB,orientechnologies,github.com,https://github.com/orientechnologies,1,1,OrientDB,url+github_api,,Resolved from URL host github.com/orientechnologies; GitHub API type=Organization,OrientDB multi model transactional DBMS community ,https://orientdb.dev,"London, UK"
Neo4j,neo4j,github.com,https://github.com/neo4j,1,1,Neo4j,url+github_api,,Resolved from URL host github.com/neo4j; GitHub API type=Organization,,http://neo4j.com/,
gcc-mirror,gcc-mirror,github.com,https://github.com/gcc-mirror,1,1,gcc,url+github_api,,Resolved from URL host github.com/gcc-mirror; GitHub API type=Organization,,,
OpenJDK,openjdk,github.com,https://github.com/openjdk,1,1,OpenJDK,url+github_api,,Resolved from URL host github.com/openjdk; GitHub API type=Organization,,https://openjdk.org,
cmake,cmake,gitlab.kitware.com,https://gitlab.kitware.com/cmake,1,1,CMake,url,,Resolved from URL host gitlab.kitware.com/cmake,,,
The Scala Programming Language,scala,github.com,https://github.com/scala,1,1,Scala,url+github_api,,Resolved from URL host github.com/scala; GitHub API type=Organization,,https://scala-lang.org,Switzerland
Go,golang,github.com,https://github.com/golang,1,1,Golang,url+github_api,,Resolved from URL host github.com/golang; GitHub API type=Organization,The Go Programming Language,https://go.dev,
The Perl Programming Language,Perl,github.com,https://github.com/Perl,1,1,Perl,url+github_api,,Resolved from URL host github.com/Perl; GitHub API type=Organization,,https://www.perl.org,Everywhere
The Ruby Programming Language,ruby,github.com,https://github.com/ruby,1,1,Ruby,url+github_api,,Resolved from URL host github.com/ruby; GitHub API type=Organization,Repositories related to the Ruby Programming language.,https://www.ruby-lang.org/,Japan
Gradle Technologies,gradle,github.com,https://github.com/gradle,1,1,Gradle,url+github_api,,Resolved from URL host github.com/gradle; GitHub API type=Organization,,https://gradle.com,
Erlang/OTP,erlang,github.com,https://github.com/erlang,1,1,Erlang,url+github_api,,Resolved from URL host github.com/erlang; GitHub API type=Organization,,http://www.erlang.org,"Stockholm, Sweden"
scikit-learn,scikit-learn,github.com,https://github.com/scikit-learn,1,1,SKLearn,url+github_api,,Resolved from URL host github.com/scikit-learn; GitHub API type=Organization,Repositories related to the scikit-learn Python machine learning library.,http://scikit-learn.org,
Git,git,github.com,https://github.com/git,1,1,Git,url+github_api,,Resolved from URL host github.com/git; GitHub API type=Organization,,https://git-scm.com,
Jenkins,jenkinsci,github.com,https://github.com/jenkinsci,1,1,Jenkins,url+github_api,,Resolved from URL host github.com/jenkinsci; GitHub API type=Organization,Jenkins is an open source automation server with an unparalleled plugin ecosystem to support practically every tool as part of your delivery pipelines,www.jenkins.io,United States of America
meteorhacks,meteorhacks,github.com,https://github.com/meteorhacks,1,1,npm,url+github_api,,Resolved from URL host github.com/meteorhacks; GitHub API type=Organization,,,
Python Cryptographic Authority,pyca,github.com,https://github.com/pyca,1,1,bcrypt,url+github_api,,Resolved from URL host github.com/pyca; GitHub API type=Organization,,,
A mirror to other labs,mirror,github.com,https://github.com/mirror,1,1,busybox,url+github_api,,Resolved from URL host github.com/mirror; GitHub API type=Organization,A link between labs if you want to put it that way,,"Unaffiliated with GitHub, Inc."
Expat development team,libexpat,github.com,https://github.com/libexpat,1,1,Expat,url+github_api,,Resolved from URL host github.com/libexpat; GitHub API type=Organization,,https://libexpat.github.io/,
GNOME,GNOME,gitlab.gnome.org,https://gitlab.gnome.org/GNOME,1,1,Libxml2,url,,Resolved from URL host gitlab.gnome.org/GNOME,,,
mpfr,mpfr,gitlab.inria.fr,https://gitlab.inria.fr/mpfr,1,1,MPFR,url,,Resolved from URL host gitlab.inria.fr/mpfr,,,
Vercel,vercel,github.com,https://github.com/vercel,1,1,Next.js,url+github_api,,Resolved from URL host github.com/vercel; GitHub API type=Organization,Develop. Preview. Ship. Creators of Next.js.,https://vercel.com,United States of America
PCRE2 Project,PCRE2Project,github.com,https://github.com/PCRE2Project,1,1,pcre,url+github_api,,Resolved from URL host github.com/PCRE2Project; GitHub API type=Organization,PCRE2 - Perl-Compatible Regular Expressions,,
php.net,php,github.com,https://github.com/php,1,1,PHP,url+github_api,,Resolved from URL host github.com/php; GitHub API type=Organization,PHP is a popular general-purpose scripting language that is especially suited to web development,https://www.php.net,
SCons Project,SCons,github.com,https://github.com/SCons,1,1,SCons,url+github_api,,Resolved from URL host github.com/SCons; GitHub API type=Organization,,http://scons.org,
The Netty Project,netty,github.com,https://github.com/netty,1,1,Netty,url+github_api,,Resolved from URL host github.com/netty; GitHub API type=Organization,Opening the future of network programming since 2001,https://netty.io,
Boost.org,boostorg,github.com,https://github.com/boostorg,1,1,Boost,url+github_api,,Resolved from URL host github.com/boostorg; GitHub API type=Organization,Boost provides free peer-reviewed portable C++ source libraries.,http://libboost.org,Interstellar Space
libevent,libevent,github.com,https://github.com/libevent,1,1,Libevent,url+github_api,,Resolved from URL host github.com/libevent; GitHub API type=Organization,,https://libevent.org,
wireshark,wireshark,gitlab.com,https://gitlab.com/wireshark,1,1,Wireshark,url,,Resolved from URL host gitlab.com/wireshark,,,
JUnit,junit-team,github.com,https://github.com/junit-team,1,1,JUnit,url+github_api,,Resolved from URL host github.com/junit-team; GitHub API type=Organization,The programmer-friendly testing framework for Java and the JVM,https://junit.org,
jemalloc memory allocator,jemalloc,github.com,https://github.com/jemalloc,1,1,jemalloc,url+github_api,,Resolved from URL host github.com/jemalloc; GitHub API type=Organization,,http://jemalloc.net/,
RabbitMQ,rabbitmq,github.com,https://github.com/rabbitmq,1,1,RabbitMQ,url+github_api,,Resolved from URL host github.com/rabbitmq; GitHub API type=Organization,,https://rabbitmq.com,Worldwide
Ansible,ansible,github.com,https://github.com/ansible,1,1,Ansible,url+github_api,,Resolved from URL host github.com/ansible; GitHub API type=Organization,,https://www.ansible.com/,United States of America
Hello World Foundation,fmtlib,github.com,https://github.com/fmtlib,1,1,fmt,url+github_api,,Resolved from URL host github.com/fmtlib; GitHub API type=Organization,,,United States
"GEOS -- Geometry Engine, Open Source",libgeos,github.com,https://github.com/libgeos,1,1,Geos,url+github_api,,Resolved from URL host github.com/libgeos; GitHub API type=Organization,GEOS is a library for computational geometry operations used in geospatial systems.,https://libgeos.org,
netdata,netdata,github.com,https://github.com/netdata,1,1,Netdata,url+github_api,,Resolved from URL host github.com/netdata; GitHub API type=Organization,,https://www.netdata.cloud,USA
rsyslog and closely related libraries,rsyslog,github.com,https://github.com/rsyslog,1,1,Rsyslog,url+github_api,,Resolved from URL host github.com/rsyslog; GitHub API type=Organization,OFFICIAL rsyslog repositories @ github,http://www.rsyslog.com,
Swagger,swagger-api,github.com,https://github.com/swagger-api,1,1,Swagger UI,url+github_api,,Resolved from URL host github.com/swagger-api; GitHub API type=Organization,,http://swagger.io,
tornadoweb,tornadoweb,github.com,https://github.com/tornadoweb,1,1,Tornado,url+github_api,,Resolved from URL host github.com/tornadoweb; GitHub API type=Organization,,,
Vue,vuejs,github.com,https://github.com/vuejs,1,1,Vue,url+github_api,,Resolved from URL host github.com/vuejs; GitHub API type=Organization,Your friendly JavaScript framework,https://vuejs.org,All Over the World
curl,curl,github.com,https://github.com/curl,1,1,curl,url+github_api,,Resolved from URL host github.com/curl; GitHub API type=Organization,groks those URLs,https://curl.se/,
Grafana Labs,grafana,github.com,https://github.com/grafana,1,1,Grafana,url+github_api,,Resolved from URL host github.com/grafana; GitHub API type=Organization,"Grafana Labs is behind leading open source projects Grafana and Loki, and the creator of the first open & composable observability platform.",https://grafana.com,Sweden
Orocos Developers,orocos-toolchain,github.com,https://github.com/orocos-toolchain,1,1,log4cpp,url+github_api,,Resolved from URL host github.com/orocos-toolchain; GitHub API type=Organization,,www.orocos.org,Worldwide
ClusterLabs,ClusterLabs,github.com,https://github.com/ClusterLabs,1,1,PaceMaker,url+github_api,,Resolved from URL host github.com/ClusterLabs; GitHub API type=Organization,,http://www.ClusterLabs.org/,
Quartz Job Scheduler,quartz-scheduler,github.com,https://github.com/quartz-scheduler,1,1,Quartz,url+github_api,,Resolved from URL host github.com/quartz-scheduler; GitHub API type=Organization,"A full-featured, Java-based, In-process job scheduler.",http://www.quartz-scheduler.org,
Sphinx,sphinx-doc,github.com,https://github.com/sphinx-doc,1,1,Sphinx,url+github_api,,Resolved from URL host github.com/sphinx-doc; GitHub API type=Organization,Sphinx makes it easy to create intelligent and beautiful documentation,https://www.sphinx-doc.org,
tesseract-ocr,tesseract-ocr,github.com,https://github.com/tesseract-ocr,1,1,Tesseract,url+github_api,,Resolved from URL host github.com/tesseract-ocr; GitHub API type=Organization,Tesseract OCR,https://github.com/tesseract-ocr/,
The ZeroMQ project,zeromq,github.com,https://github.com/zeromq,1,1,ZeroMQ,url+github_api,,Resolved from URL host github.com/zeromq; GitHub API type=Organization,,http://www.zeromq.org/,
HashiCorp,hashicorp,github.com,https://github.com/hashicorp,1,1,consul,url+github_api,,Resolved from URL host github.com/hashicorp; GitHub API type=Organization,"Consistent workflows to provision, secure, connect, and run any infrastructure for any application.",https://hashicorp.com,"San Francisco, CA"
Kong,Kong,github.com,https://github.com/Kong,1,1,Kong,url+github_api,,Resolved from URL host github.com/Kong; GitHub API type=Organization,Powering the API world. No AI without APIs.,https://konghq.com,San Francisco
PaddlePaddle,PaddlePaddle,github.com,https://github.com/PaddlePaddle,1,1,PaddlePaddle,url+github_api,,Resolved from URL host github.com/PaddlePaddle; GitHub API type=Organization,,http://paddlepaddle.org,
Berkeley Vision and Learning Center,BVLC,github.com,https://github.com/BVLC,1,1,caffe,url+github_api,,Resolved from URL host github.com/BVLC; GitHub API type=Organization,Autonomous Perception Research,http://bvlc.eecs.berkeley.edu,UC Berkeley
Horovod,horovod,github.com,https://github.com/horovod,1,1,horovod,url+github_api,,Resolved from URL host github.com/horovod; GitHub API type=Organization,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",https://horovod.ai/,"San Francisco, CA"
ESnet: Energy Sciences Network,esnet,github.com,https://github.com/esnet,1,1,iperf,url+github_api,,Resolved from URL host github.com/esnet; GitHub API type=Organization,"ESnet provides the high-bandwidth, reliable connections that link scientists at national laboratories and other research institutions.",https://software.es.net/,"Berkeley, CA"
Hewlett Packard Enterprise,HewlettPackard,github.com,https://github.com/HewlettPackard,1,1,Netperf,url+github_api,,Resolved from URL host github.com/HewlettPackard; GitHub API type=Organization,Hewlett Packard Enterprise on github; please contact github@hpe.com for access,http://www.hpe.com,
3dem,3dem,github.com,https://github.com/3dem,1,1,Relion,url+github_api,,Resolved from URL host github.com/3dem; GitHub API type=Organization,,,
Google DeepMind,google-deepmind,github.com,https://github.com/google-deepmind,1,1,AlphaFold2,url+github_api,,Resolved from URL host github.com/google-deepmind; GitHub API type=Organization,,https://www.deepmind.com/,
The Eddy/Rivas Laboratory,EddyRivasLab,github.com,https://github.com/EddyRivasLab,1,1,HMMER,url+github_api,,Resolved from URL host github.com/EddyRivasLab; GitHub API type=Organization,"Computational genome sequence analysis, especially of RNA",http://eddylab.org,Harvard University
OpenHPC,openhpc,github.com,https://github.com/openhpc,1,1,OpenHPC,url+github_api,,Resolved from URL host github.com/openhpc; GitHub API type=Organization,,https://openhpc.community/,
LAMMPS Developers,lammps,github.com,https://github.com/lammps,1,1,Lammps,url+github_api,,Resolved from URL host github.com/lammps; GitHub API type=Organization,Development of the LAMMPS Molecular Dynamics Simulator and Related Projects,https://www.lammps.org,United States of America
CP2K,cp2k,github.com,https://github.com/cp2k,1,1,CP2K,url+github_api,,Resolved from URL host github.com/cp2k; GitHub API type=Organization,,https://www.cp2k.org/,
QEF,QEF,gitlab.com,https://gitlab.com/QEF,1,1,QuantumEspresso,url,,Resolved from URL host gitlab.com/QEF,,,
gromacs,gromacs,gitlab.com,https://gitlab.com/gromacs,1,1,GROMACS,url,,Resolved from URL host gitlab.com/gromacs,,,
Earth System Community Modeling Portal,ESCOMP,github.com,https://github.com/ESCOMP,1,1,CESM,url+github_api,,Resolved from URL host github.com/ESCOMP; GitHub API type=Organization,,https://escomp.github.io/,
Linux Mint,linuxmint,github.com,https://github.com/linuxmint,1,1,NEMO,url+github_api,,Resolved from URL host github.com/linuxmint; GitHub API type=Organization,https://www.linuxmint.com,https://linuxmint-developer-guide.readthedocs.io,
Community Surface Dynamics Modeling System,csdms,github.com,https://github.com/csdms,1,1,WAVEWATCH III,url+github_api,,Resolved from URL host github.com/csdms; GitHub API type=Organization,Cyberinfrastructure for the quantitative modeling of earth and planetary surface processes,http://csdms.colorado.edu,
CryoEM Software Development,cryoem,github.com,https://github.com/cryoem,1,1,eman2,url+github_api,,Resolved from URL host github.com/cryoem; GitHub API type=Organization,"This is a group for software development of CryoEM packages, initially only EMAN2/SPARX, but we are happy to accept additional projects.",,
simpleitk,SimpleITK,github.com,https://github.com/SimpleITK,1,1,SimpleITK,url+github_api,,Resolved from URL host github.com/SimpleITK; GitHub API type=Organization,,,
Slicer,Slicer,github.com,https://github.com/Slicer,1,1,3DSlicer,url+github_api,,Resolved from URL host github.com/Slicer; GitHub API type=Organization,"Multi-platform, free and open source software package for visualization and medical image computing.",https://slicer.org, Worldwide
Primer3-org,primer3-org,github.com,https://github.com/primer3-org,1,1,Primer3,url+github_api,,Resolved from URL host github.com/primer3-org; GitHub API type=Organization,"The home of Primer3, Primer3Plus and Primer3Web",primer3.org,
Šikić lab,lbcb-sci,github.com,https://github.com/lbcb-sci,1,1,GRAPHMAP,url+github_api,,Resolved from URL host github.com/lbcb-sci; GitHub API type=Organization,A computational group with a focus on the development of new algorithms and AI models for the analysis of DNA and RNA sequencing data and biomolecular strucures,https://sikic-lab.github.io/,Singapore
Papenfuss Lab,PapenfussLab,github.com,https://github.com/PapenfussLab,1,1,GRIDSS,url+github_api,,Resolved from URL host github.com/PapenfussLab; GitHub API type=Organization,Walter and Eliza Hall Institute of Medical Research,https://papenfusslab.org/,"Melbourne, Australia"
Xinglab,Xinglab,github.com,https://github.com/Xinglab,1,1,rMATs,url+github_api,,Resolved from URL host github.com/Xinglab; GitHub API type=Organization,"Center for Computational and Genomic Medicine, Children's Hospital of Philadelphia and University of Pennsylvania",https://xinglab.org/,
benson-genomics-lab,Benson-Genomics-Lab,github.com,https://github.com/Benson-Genomics-Lab,1,1,trf,url+github_api,,Resolved from URL host github.com/Benson-Genomics-Lab; GitHub API type=Organization,,,
The deepTools ecosystem,deeptools,github.com,https://github.com/deeptools,1,1,deeptools,url+github_api,,Resolved from URL host github.com/deeptools; GitHub API type=Organization,deepTools and related packages,,
Aiden Lab,aidenlab,github.com,https://github.com/aidenlab,1,1,3d-dna,url+github_api,,Resolved from URL host github.com/aidenlab; GitHub API type=Organization,The Center for Genome Architecture,http://aidenlab.org/,United States of America
ezlab,ezlab,gitlab.com,https://gitlab.com/ezlab,1,1,BUSCO,url,,Resolved from URL host gitlab.com/ezlab,,,
David Reich Lab,DReichLab,github.com,https://github.com/DReichLab,1,1,EIGENSOFT,url+github_api,,Resolved from URL host github.com/DReichLab; GitHub API type=Organization,,https://reich.hms.harvard.edu/,
usadellab,usadellab,github.com,https://github.com/usadellab,1,1,trimmomatic,url+github_api,,Resolved from URL host github.com/usadellab; GitHub API type=Organization,,,
Falconry,falconry,github.com,https://github.com/falconry,1,1,Falcon,url+github_api,,Resolved from URL host github.com/falconry; GitHub API type=Organization,,http://falconframework.org,
TinkerTools,TinkerTools,github.com,https://github.com/TinkerTools,1,1,Tinker,url+github_api,,Resolved from URL host github.com/TinkerTools; GitHub API type=Organization,"TinkerTools is a suite of software packages for molecular modeling & simulation. Visit our community website for users and developers at ""tinkertools.org"".",tinkertools.org,
BioD,biod,github.com,https://github.com/biod,1,1,sambamba,url+github_api,,Resolved from URL host github.com/biod; GitHub API type=Organization,Dlang for bioinformatics,,
iGEM/UCSD evolutionary biology and bioinformatics group,veg,github.com,https://github.com/veg,1,1,hyphy,url+github_api,,Resolved from URL host github.com/veg; GitHub API type=Organization,,http://lab.hyphy.org,Philadelphia
mummer4,mummer4,github.com,https://github.com/mummer4,1,1,mummer,url+github_api,,Resolved from URL host github.com/mummer4; GitHub API type=Organization,,,
COMBINE lab,COMBINE-lab,github.com,https://github.com/COMBINE-lab,1,1,salmon,url+github_api,,Resolved from URL host github.com/COMBINE-lab; GitHub API type=Organization,COMputational BIology and Network Evolution lab,combine-lab.github.io,University of Maryland
popgenmethods,popgenmethods,github.com,https://github.com/popgenmethods,1,1,smcpp,url+github_api,,Resolved from URL host github.com/popgenmethods; GitHub API type=Organization,Statistical methods for population genetic analysis,,"University of California, Berkeley"
Spanish National Bioinformatics Institute,inab,github.com,https://github.com/inab,1,1,trimal,url+github_api,,Resolved from URL host github.com/inab; GitHub API type=Organization,"Alfonso Valencia | BSC, ICREA, INB Director - Salvador Capella-Gutierrez | BSC, INB CTO",https://inb-elixir.es,Spain
NBIS - National Bioinformatics Infrastructure Sweden,NBISweden,github.com,https://github.com/NBISweden,1,1,mrbayes,url+github_api,,Resolved from URL host github.com/NBISweden; GitHub API type=Organization,"NBIS is a distributed national bioinformatics infrastructure, supporting life sciences in Sweden.",https://nbis.se,Sweden
connor-lab,connor-lab,github.com,https://github.com/connor-lab,1,1,VaPoR,url+github_api,,Resolved from URL host github.com/connor-lab; GitHub API type=Organization,,,
pangenome,pangenome,github.com,https://github.com/pangenome,1,1,seqwish,url+github_api,,Resolved from URL host github.com/pangenome; GitHub API type=Organization,graphical pangenomic methods,,
MRtrix3,MRtrix3,github.com,https://github.com/MRtrix3,1,1,Mrtrix,url+github_api,,Resolved from URL host github.com/MRtrix3; GitHub API type=Organization,"Tools for advanced diffusion MRI analyses, including spherical deconvolution and tractography",https://www.mrtrix.org,
MNE tools for MEG and EEG data analysis,mne-tools,github.com,https://github.com/mne-tools,1,1,MNE-python,url+github_api,,Resolved from URL host github.com/mne-tools; GitHub API type=Organization,,http://mne.tools,
bioinformatics-centre,bioinformatics-centre,github.com,https://github.com/bioinformatics-centre,1,1,BayesTyper,url+github_api,,Resolved from URL host github.com/bioinformatics-centre; GitHub API type=Organization,,,
decodegenetics,DecodeGenetics,github.com,https://github.com/DecodeGenetics,1,1,Graphtyper2,url+github_api,,Resolved from URL host github.com/DecodeGenetics; GitHub API type=Organization,,,
MOPAC,openmopac,github.com,https://github.com/openmopac,1,1,MOPAC,url+github_api,,Resolved from URL host github.com/openmopac; GitHub API type=Organization,Molecular Orbital PACkage,openmopac.github.io,
CubeFS,cubefs,github.com,https://github.com/cubefs,1,1,Cubefs,url+github_api,,Resolved from URL host github.com/cubefs; GitHub API type=Organization,"an open-source, cloud-native file storage hosted by the CNCF",https://cubefs.io,
The Milvus Project,milvus-io,github.com,https://github.com/milvus-io,1,1,Milvus,url+github_api,,Resolved from URL host github.com/milvus-io; GitHub API type=Organization,The open source vector database designed for AI applications,https://milvus.io/,San Francisco
OceanBase,oceanbase,github.com,https://github.com/oceanbase,1,1,OceanBase,url+github_api,,Resolved from URL host github.com/oceanbase; GitHub API type=Organization,"The Fastest Distributed Database for Transactional, Analytical, and  AI Workloads",https://en.oceanbase.com/,Singapore
O3DE,o3de,github.com,https://github.com/o3de,1,1,O3DE,url+github_api,,Resolved from URL host github.com/o3de; GitHub API type=Organization,,https://o3de.org,
strongSwan,strongswan,github.com,https://github.com/strongswan,1,1,Strongswan,url+github_api,,Resolved from URL host github.com/strongswan; GitHub API type=Organization,,https://strongswan.org,
linux-rdma,linux-rdma,github.com,https://github.com/linux-rdma,1,1,rdma-core,url+github_api,,Resolved from URL host github.com/linux-rdma; GitHub API type=Organization,Linux RDMA,https://patchwork.kernel.org/project/linux-rdma/list/,
National Biomedical Computation Resource,nbcrrolls,github.com,https://github.com/nbcrrolls,1,1,NAMD,url+github_api,,Resolved from URL host github.com/nbcrrolls; GitHub API type=Organization,,http://nbcr.ucsd.edu,"University of California, San Diego"
StarRocks,StarRocks,github.com,https://github.com/StarRocks,1,1,starrocks(腾讯),url+github_api,,Resolved from URL host github.com/StarRocks; GitHub API type=Organization,,www.starrocks.io,
Eventual,Eventual-Inc,github.com,https://github.com/Eventual-Inc,1,1,daft（字节）,url+github_api,,Resolved from URL host github.com/Eventual-Inc; GitHub API type=Organization,Eventual Computing,https://www.eventualcomputing.com/,United States of America
DataJuicer,datajuicer,github.com,https://github.com/datajuicer,1,1,data-juicer（腾讯）,url+github_api,,Resolved from URL host github.com/datajuicer; GitHub API type=Organization,Data processing for and with large models.,,
pandas,pandas-dev,github.com,https://github.com/pandas-dev,1,1,pandas（携程）,url+github_api,,Resolved from URL host github.com/pandas-dev; GitHub API type=Organization,Powerful data manipulation tools for Python,http://pandas.pydata.org,
LanceDB,lancedb,github.com,https://github.com/lancedb,1,1,Lance（字节）,url+github_api,,Resolved from URL host github.com/lancedb; GitHub API type=Organization,,https://lancedb.com/,United States of America
juicedata,juicedata,github.com,https://github.com/juicedata,1,1,JuiceFS(电信),url+github_api,,Resolved from URL host github.com/juicedata; GitHub API type=Organization,Builds the best file system for cloud.,https://juicefs.com,
Percona,percona,github.com,https://github.com/percona,1,1,Percona(字节),url+github_api,,Resolved from URL host github.com/percona; GitHub API type=Organization,,https://percona.com/software,
delimitrou,delimitrou,github.com,https://github.com/delimitrou,1,1,DeathStarBench(字节/腾讯),url+github_api,,Resolved from URL host github.com/delimitrou; GitHub API type=Organization,,,
fluid-cloudnative,fluid-cloudnative,github.com,https://github.com/fluid-cloudnative,1,1,fluid(字节),url+github_api,,Resolved from URL host github.com/fluid-cloudnative; GitHub API type=Organization,,,
Kubeflow,kubeflow,github.com,https://github.com/kubeflow,1,1,kubeflow(字节),url+github_api,,Resolved from URL host github.com/kubeflow; GitHub API type=Organization,"Kubeflow is an open, community driven project to make it easy to deploy and manage an ML stack on Kubernetes",https://kubeflow.org,
k8snetworkplumbingwg,k8snetworkplumbingwg,github.com,https://github.com/k8snetworkplumbingwg,1,1,sriov-network-operato(快手/字节),url+github_api,,Resolved from URL host github.com/k8snetworkplumbingwg; GitHub API type=Organization,,,
E2B | Cloud for AI Agents,e2b-dev,github.com,https://github.com/e2b-dev,1,1,E2B(字节),url+github_api,,Resolved from URL host github.com/e2b-dev; GitHub API type=Organization,"Open-source, secure environment with real-world tools for enterprise-grade agents.",https://e2b.dev/docs,United States of America
